MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,9,1,3,5,25.0,11.11111111111111,5.030928395915436,-3.4634881977743976,15.290933694181327,-6.699904672723744
11,8,1,3,4,25.0,12.5,5.698896800082343,-4.211433401716407,15.290933694181327,-9.553981861100757
12,8,2,2,4,50.0,25.0,6.160074036735024,-3.094764914120768,15.290933694181327,-6.699904672723744
13,8,2,1,5,66.66666666666666,25.0,7.104240625023065,-2.035840291803361,15.290933694181327,-6.091149723510759
14,10,2,2,6,50.0,20.0,6.157157470084068,-2.7316322093084446,15.290933694181327,-7.6024274629389215
15,10,1,3,6,25.0,10.0,6.470493793037453,-3.429666954466504,15.290933694181327,-9.553981861100757
16,10,2,3,5,40.0,20.0,7.373541805173235,-3.2584938934941805,15.290933694181327,-9.553981861100757
17,10,2,3,5,40.0,20.0,7.373541805173235,-3.2584938934941805,15.290933694181327,-9.553981861100757
18,10,2,3,5,40.0,20.0,7.373541805173235,-3.2584938934941805,15.290933694181327,-9.553981861100757
19,9,2,3,4,40.0,22.22222222222222,7.141221311847701,-3.2669396028470583,15.290933694181327,-9.553981861100757
20,9,2,3,4,40.0,22.22222222222222,7.141221311847701,-3.2669396028470583,15.290933694181327,-9.553981861100757
