MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,13,5,4,4,55.55555555555556,38.46153846153847,10.1367370573081,-4.352893884699004,30.834419817470664,-14.827018121911037
11,11,3,4,4,42.857142857142854,27.27272727272727,6.94270755344947,-4.368737451516925,17.750850340136054,-14.827018121911037
12,11,3,4,4,42.857142857142854,27.27272727272727,6.667042984618859,-4.683206228873431,17.750850340136054,-14.827018121911037
13,9,3,2,4,60.0,33.33333333333333,7.5984735330849595,-3.394638271893663,17.750850340136054,-8.858665686454696
14,10,4,2,4,66.66666666666666,40.0,8.586056429409357,-3.8774945621785997,17.750850340136054,-8.858665686454696
15,10,4,2,4,66.66666666666666,40.0,8.586056429409357,-3.8774945621785997,17.750850340136054,-8.858665686454696
16,10,4,3,3,57.14285714285714,40.0,8.333016332566896,-6.269748144505095,17.750850340136054,-25.787781350482312
17,8,4,2,2,66.66666666666666,50.0,10.176471991895761,-6.159238560409411,17.750850340136054,-25.787781350482312
18,8,5,2,1,71.42857142857143,62.5,11.365068930495038,-6.160899626523296,17.750850340136054,-25.787781350482312
19,7,4,2,1,66.66666666666666,57.14285714285714,10.58935458664544,-7.173099463110049,17.750850340136054,-25.787781350482312
20,9,4,2,3,66.66666666666666,44.44444444444444,9.090679263573636,-6.388413577196777,17.750850340136054,-25.787781350482312
