MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,25,11,8,6,57.89473684210527,44.0,10.126055753790487,-5.53182542742097,44.43069306930693,-16.199095022624434
11,19,7,7,5,50.0,36.84210526315789,10.547506398719838,-5.916519063156644,44.43069306930693,-16.199095022624434
12,17,6,6,5,50.0,35.294117647058826,10.58636200484623,-5.545100895841169,44.43069306930693,-15.930521091811414
13,18,6,7,5,46.15384615384615,33.33333333333333,10.143952573486425,-4.862424385702758,43.36609336609337,-15.930521091811414
14,13,4,5,4,44.44444444444444,30.76923076923077,8.457118991428297,-5.070101006320797,30.574712643678158,-15.930521091811414
15,13,5,5,3,50.0,38.46153846153847,10.72842514726193,-5.127253764457358,34.13793103448276,-15.930521091811414
16,13,6,3,4,66.66666666666666,46.15384615384615,11.98378576256449,-4.852324210863073,34.13793103448276,-15.930521091811414
17,10,6,1,3,85.71428571428571,60.0,14.342962781338068,-3.7137916562107742,34.13793103448276,-9.252217997465145
18,9,5,1,3,83.33333333333334,55.55555555555556,14.58818949814262,-3.4432276942435425,34.13793103448276,-9.252217997465145
19,9,5,1,3,83.33333333333334,55.55555555555556,13.955626727596844,-4.166863716118568,34.13793103448276,-9.252217997465145
20,9,4,2,3,66.66666666666666,44.44444444444444,13.287810276762507,-4.725786575402718,34.13793103448276,-11.179173047473201
