MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,23,13,4,6,76.47058823529412,56.52173913043478,13.497828426926402,-5.276646377018538,36.81885125184095,-16.547788873038517
11,22,10,6,6,62.5,45.45454545454545,12.214464030237359,-6.331507374385216,36.81885125184095,-16.547788873038517
12,21,10,5,6,66.66666666666666,47.61904761904761,12.056309611008995,-6.054415559068524,36.81885125184095,-16.547788873038517
13,23,11,6,6,64.70588235294117,47.82608695652174,12.654198003021348,-6.0564765173902195,36.81885125184095,-16.547788873038517
14,22,9,7,6,56.25,40.909090909090914,11.36408008559767,-6.532965483707585,36.81885125184095,-16.547788873038517
15,22,10,6,6,62.5,45.45454545454545,12.615813427188158,-6.295063492458071,36.84210526315789,-16.547788873038517
16,19,8,5,6,61.53846153846154,42.10526315789473,12.556075401880745,-6.1451317376098995,36.84210526315789,-16.547788873038517
17,19,8,5,6,61.53846153846154,42.10526315789473,12.623829724146157,-6.239931583339343,36.84210526315789,-16.547788873038517
18,23,9,7,7,56.25,39.130434782608695,11.37111836460724,-6.661411024136274,36.84210526315789,-19.65811965811966
19,23,10,6,7,62.5,43.47826086956522,11.740815840557062,-6.9403025581963345,36.84210526315789,-19.65811965811966
20,22,10,6,6,62.5,45.45454545454545,12.050417584910168,-7.1117247615458465,36.84210526315789,-19.65811965811966
