티커,종목명,MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
083650 KQ,BHI CO LTD,14,13,4,5,4,44.44444444444444,30.76923076923077,8.457118991428297,-5.070101006320797,30.574712643678158,-15.930521091811414
083650 KQ,BHI CO LTD,15,13,5,5,3,50.0,38.46153846153847,10.72842514726193,-5.127253764457358,34.13793103448276,-15.930521091811414
083650 KQ,BHI CO LTD,16,13,6,3,4,66.66666666666666,46.15384615384615,11.98378576256449,-4.852324210863073,34.13793103448276,-15.930521091811414
083650 KQ,BHI CO LTD,17,10,6,1,3,85.71428571428571,60.0,14.342962781338068,-3.7137916562107742,34.13793103448276,-9.252217997465145
083650 KQ,BHI CO LTD,18,9,5,1,3,83.33333333333334,55.55555555555556,14.58818949814262,-3.4432276942435425,34.13793103448276,-9.252217997465145
083650 KQ,BHI CO LTD,19,9,5,1,3,83.33333333333334,55.55555555555556,13.955626727596844,-4.166863716118568,34.13793103448276,-9.252217997465145
083650 KQ,BHI CO LTD,20,9,4,2,3,66.66666666666666,44.44444444444444,13.287810276762507,-4.725786575402718,34.13793103448276,-11.179173047473201
087010 KQ,PEPTRON INC,10,23,12,10,1,54.54545454545454,52.17391304347826,16.69647464588014,-6.755037506599328,60.1639344262295,-22.35294117647059
087010 KQ,PEPTRON INC,11,25,13,10,2,56.52173913043478,52.0,17.46070130575119,-6.861870385609335,60.1639344262295,-22.35294117647059
087010 KQ,PEPTRON INC,12,24,13,10,1,56.52173913043478,54.166666666666664,17.925072632087318,-6.994272879746565,60.1639344262295,-22.35294117647059
087010 KQ,PEPTRON INC,13,26,12,13,1,48.0,46.15384615384615,15.070007761364094,-7.032459057075334,60.1639344262295,-22.35294117647059
087010 KQ,PEPTRON INC,14,23,11,11,1,50.0,47.82608695652174,15.979039110558853,-7.312820356310426,60.1639344262295,-22.35294117647059
087010 KQ,PEPTRON INC,15,23,11,11,1,50.0,47.82608695652174,15.056119750505792,-7.434538561281268,60.1639344262295,-22.35294117647059
087010 KQ,PEPTRON INC,16,21,11,9,1,55.00000000000001,52.38095238095239,16.55412424766412,-6.577053882472716,60.1639344262295,-15.61643061091793
087010 KQ,PEPTRON INC,17,18,9,8,1,52.94117647058824,50.0,16.618183902045885,-6.582274815840177,60.1639344262295,-15.61643061091793
087010 KQ,PEPTRON INC,18,17,7,9,1,43.75,41.17647058823529,15.905596301795935,-7.109138039452227,60.1639344262295,-15.61643061091793
087010 KQ,PEPTRON INC,19,17,6,10,1,37.5,35.294117647058826,12.89670196101529,-8.226347185898764,42.79691105982602,-28.10786106032907
087010 KQ,PEPTRON INC,20,15,6,8,1,42.857142857142854,40.0,13.843176333482596,-8.0184852054553,42.79691105982602,-28.10786106032907
098120 KQ,MICRO CONTACT SOLUTION CO LT,10,13,3,6,4,33.33333333333333,23.076923076923077,10.244109013967867,-4.727776287185936,50.0,-12.622720897615707
098120 KQ,MICRO CONTACT SOLUTION CO LT,11,11,2,5,4,28.57142857142857,18.181818181818183,7.499344446302813,-4.927953841543398,35.667396061269145,-12.622720897615707
098120 KQ,MICRO CONTACT SOLUTION CO LT,12,11,3,5,3,37.5,27.27272727272727,13.418088513881644,-2.6875774285043037,72.55987483451679,-12.622720897615707
098120 KQ,MICRO CONTACT SOLUTION CO LT,13,11,3,5,3,37.5,27.27272727272727,13.418088513881644,-2.6875774285043037,72.55987483451679,-12.622720897615707
098120 KQ,MICRO CONTACT SOLUTION CO LT,14,12,3,7,2,30.0,25.0,12.72439422117229,-3.7788395443503635,72.55987483451679,-12.622720897615707
098120 KQ,MICRO CONTACT SOLUTION CO LT,15,13,3,8,2,27.27272727272727,23.076923076923077,11.784499741149345,-5.001195534632412,72.55987483451679,-15.020849968946855
098120 KQ,MICRO CONTACT SOLUTION CO LT,16,11,3,6,2,33.33333333333333,27.27272727272727,13.469604045367145,-3.9450424848283068,72.55987483451679,-15.020849968946855
098120 KQ,MICRO CONTACT SOLUTION CO LT,17,10,3,5,2,37.5,30.0,14.253881577970485,-3.2603209849429193,72.55987483451679,-15.020849968946855
098120 KQ,MICRO CONTACT SOLUTION CO LT,18,10,4,5,1,44.44444444444444,40.0,18.55047579327084,-2.9659634203356964,72.55987483451679,-15.020849968946855
098120 KQ,MICRO CONTACT SOLUTION CO LT,19,8,3,4,1,42.857142857142854,37.5,11.749055212554179,-4.418926427092785,35.667396061269145,-15.020849968946855
098120 KQ,MICRO CONTACT SOLUTION CO LT,20,8,2,4,2,33.33333333333333,25.0,7.901903868931226,-6.202066573482332,32.82075034738305,-15.020849968946855
099320 KQ,SATREC INITIATIVE CO LTD,10,19,4,6,9,40.0,21.052631578947366,9.28983279579408,-3.9227959578842855,39.92872900050908,-11.831482866402041
099320 KQ,SATREC INITIATIVE CO LTD,11,16,4,6,6,40.0,25.0,10.272537222025582,-4.406615421054038,39.92872900050908,-11.831482866402041
099320 KQ,SATREC INITIATIVE CO LTD,12,16,4,6,6,40.0,25.0,10.417293545012512,-4.269759183268706,39.92872900050908,-11.831482866402041
099320 KQ,SATREC INITIATIVE CO LTD,13,11,3,4,4,42.857142857142854,27.27272727272727,11.758788186597462,-4.523833085835174,39.92872900050908,-11.831482866402041
099320 KQ,SATREC INITIATIVE CO LTD,14,10,2,4,4,33.33333333333333,20.0,8.941794105206302,-5.072698903933612,31.864726886416623,-11.831482866402041
099320 KQ,SATREC INITIATIVE CO LTD,15,10,3,3,4,50.0,30.0,8.568713620593819,-4.744152985276706,31.864726886416623,-11.831482866402041
099320 KQ,SATREC INITIATIVE CO LTD,16,11,3,3,5,50.0,27.27272727272727,8.147649461813995,-4.590246450466297,31.864726886416623,-11.831482866402041
099320 KQ,SATREC INITIATIVE CO LTD,17,11,3,2,6,60.0,27.27272727272727,8.206351709792635,-4.421587019713763,31.864726886416623,-11.831482866402041
099320 KQ,SATREC INITIATIVE CO LTD,18,14,3,3,8,50.0,21.428571428571427,7.375676045510323,-5.583308048336941,31.864726886416623,-23.536003950842403
099320 KQ,SATREC INITIATIVE CO LTD,19,13,2,3,8,40.0,15.384615384615385,6.541854881001124,-5.417349828487174,31.864726886416623,-23.536003950842403
099320 KQ,SATREC INITIATIVE CO LTD,20,12,2,2,8,50.0,16.666666666666664,6.993551510492651,-4.918639884287896,31.864726886416623,-23.536003950842403
100790 KQ,MIRAE ASSET VENTURE INVESTME,10,14,2,3,9,40.0,14.285714285714285,7.7900600138902165,-4.800518007787112,49.8534338358459,-19.217407204242093
100790 KQ,MIRAE ASSET VENTURE INVESTME,11,13,2,3,8,40.0,15.384615384615385,8.613500140587885,-5.2441875580515225,49.8534338358459,-19.217407204242093
100790 KQ,MIRAE ASSET VENTURE INVESTME,12,11,2,3,6,40.0,18.181818181818183,9.546258328014476,-5.430364882278147,49.8534338358459,-19.217407204242093
100790 KQ,MIRAE ASSET VENTURE INVESTME,13,11,2,4,5,33.33333333333333,18.181818181818183,9.184040903239897,-5.834817075996449,49.8534338358459,-19.217407204242093
100790 KQ,MIRAE ASSET VENTURE INVESTME,14,9,2,4,3,33.33333333333333,22.22222222222222,10.020814801303056,-6.702092566243632,49.8534338358459,-19.217407204242093
100790 KQ,MIRAE ASSET VENTURE INVESTME,15,9,2,2,5,50.0,22.22222222222222,10.66781747634558,-4.0215172833220105,49.8534338358459,-8.242612752721618
100790 KQ,MIRAE ASSET VENTURE INVESTME,16,9,2,2,5,50.0,22.22222222222222,10.66781747634558,-4.0215172833220105,49.8534338358459,-8.242612752721618
100790 KQ,MIRAE ASSET VENTURE INVESTME,17,10,2,2,6,50.0,20.0,9.718870759667682,-3.9129545304242015,49.8534338358459,-8.242612752721618
100790 KQ,MIRAE ASSET VENTURE INVESTME,18,10,2,2,6,50.0,20.0,9.718870759667682,-3.9129545304242015,49.8534338358459,-8.242612752721618
100790 KQ,MIRAE ASSET VENTURE INVESTME,19,12,2,2,8,50.0,16.666666666666664,9.115196210739056,-3.556098787026267,49.8534338358459,-8.242612752721618
100790 KQ,MIRAE ASSET VENTURE INVESTME,20,11,2,2,7,50.0,18.181818181818183,9.625379074135715,-3.908332434717711,49.8534338358459,-8.242612752721618
114810 KQ,HANSOL IONES CO LTD,10,11,2,3,6,40.0,18.181818181818183,5.880438323396126,-5.245673169840973,14.033680834001604,-15.295629820051415
114810 KQ,HANSOL IONES CO LTD,11,10,2,3,5,40.0,20.0,6.379986580514498,-5.394134292134805,14.033680834001604,-15.295629820051415
114810 KQ,HANSOL IONES CO LTD,12,14,2,5,7,28.57142857142857,14.285714285714285,6.433260068487691,-5.047731468610535,14.033680834001604,-15.295629820051415
114810 KQ,HANSOL IONES CO LTD,13,16,4,4,8,50.0,25.0,7.748263972575554,-4.682963923318773,18.001978239366963,-15.295629820051415
114810 KQ,HANSOL IONES CO LTD,14,14,3,4,7,42.857142857142854,21.428571428571427,7.059081878740882,-5.461342538391615,18.001978239366963,-16.077441077441076
114810 KQ,HANSOL IONES CO LTD,15,13,3,5,5,37.5,23.076923076923077,7.449177796605489,-5.983434530780676,18.001978239366963,-16.077441077441076
114810 KQ,HANSOL IONES CO LTD,16,15,3,5,7,37.5,20.0,7.380042431428918,-5.370337661653475,18.001978239366963,-16.077441077441076
114810 KQ,HANSOL IONES CO LTD,17,15,3,5,7,37.5,20.0,7.046245352527347,-5.4241545868707615,18.001978239366963,-16.077441077441076
114810 KQ,HANSOL IONES CO LTD,18,15,3,5,7,37.5,20.0,7.046245352527347,-5.4241545868707615,18.001978239366963,-16.077441077441076
114810 KQ,HANSOL IONES CO LTD,19,13,2,5,6,28.57142857142857,15.384615384615385,6.729859731493032,-5.747016742961019,18.001978239366963,-16.077441077441076
114810 KQ,HANSOL IONES CO LTD,20,13,2,5,6,28.57142857142857,15.384615384615385,6.729859731493032,-5.747016742961019,18.001978239366963,-16.077441077441076
141080 KQ,LIGACHEM BIOSCIENCES INC,10,15,3,8,4,27.27272727272727,20.0,8.06699424192003,-5.624032773804127,37.21881390593047,-13.705972434915772
141080 KQ,LIGACHEM BIOSCIENCES INC,11,15,3,8,4,27.27272727272727,20.0,7.909494804567561,-5.746960355396742,37.21881390593047,-13.705972434915772
141080 KQ,LIGACHEM BIOSCIENCES INC,12,16,4,8,4,33.33333333333333,25.0,8.225860167152447,-5.810063766301259,37.21881390593047,-13.705972434915772
141080 KQ,LIGACHEM BIOSCIENCES INC,13,17,4,9,4,30.76923076923077,23.52941176470588,6.239498621527796,-6.0519521287382645,21.37733142037303,-13.705972434915772
141080 KQ,LIGACHEM BIOSCIENCES INC,14,16,4,7,5,36.36363636363637,25.0,6.331415446733823,-5.80303549483904,21.37733142037303,-13.705972434915772
141080 KQ,LIGACHEM BIOSCIENCES INC,15,15,4,6,5,40.0,26.666666666666668,6.452684967539852,-5.840559549662371,21.37733142037303,-13.705972434915772
141080 KQ,LIGACHEM BIOSCIENCES INC,16,12,2,5,5,28.57142857142857,16.666666666666664,5.385749044091203,-6.5450511106953355,13.908872901678656,-13.705972434915772
141080 KQ,LIGACHEM BIOSCIENCES INC,17,13,3,6,4,33.33333333333333,23.076923076923077,6.346232951048862,-6.54711177767517,13.908872901678656,-13.705972434915772
141080 KQ,LIGACHEM BIOSCIENCES INC,18,12,3,6,3,33.33333333333333,25.0,6.642258471070747,-7.055068724197581,13.908872901678656,-13.705972434915772
141080 KQ,LIGACHEM BIOSCIENCES INC,19,12,4,6,2,40.0,33.33333333333333,7.034024166376622,-6.813148920425578,13.908872901678656,-13.705972434915772
141080 KQ,LIGACHEM BIOSCIENCES INC,20,12,4,6,2,40.0,33.33333333333333,7.034024166376622,-6.813148920425578,13.908872901678656,-13.705972434915772
200710 KQ,ADTECHNOLOGY CO LTD,10,23,8,10,5,44.44444444444444,34.78260869565217,9.22655844707057,-5.762003725978475,31.380753138075313,-16.25207296849088
200710 KQ,ADTECHNOLOGY CO LTD,11,20,6,9,5,40.0,30.0,8.501351700876846,-6.384037294444629,31.380753138075313,-16.25207296849088
200710 KQ,ADTECHNOLOGY CO LTD,12,20,6,9,5,40.0,30.0,8.63465668990119,-6.082604473234477,31.380753138075313,-16.25207296849088
200710 KQ,ADTECHNOLOGY CO LTD,13,21,8,7,6,53.333333333333336,38.095238095238095,9.919635544134714,-5.112390972424102,31.380753138075313,-16.25207296849088
200710 KQ,ADTECHNOLOGY CO LTD,14,19,7,7,5,50.0,36.84210526315789,9.760512184929068,-5.614786624486162,31.380753138075313,-16.25207296849088
200710 KQ,ADTECHNOLOGY CO LTD,15,18,7,7,4,50.0,38.88888888888889,9.778418292581183,-5.826844058680461,31.380753138075313,-16.25207296849088
200710 KQ,ADTECHNOLOGY CO LTD,16,17,7,6,4,53.84615384615385,41.17647058823529,10.277575623782576,-5.433553529193832,31.380753138075313,-16.25207296849088
200710 KQ,ADTECHNOLOGY CO LTD,17,14,4,6,4,40.0,28.57142857142857,8.275610000118734,-6.204465786413146,24.918672739102146,-16.25207296849088
200710 KQ,ADTECHNOLOGY CO LTD,18,14,5,6,3,45.45454545454545,35.714285714285715,8.88227532896293,-6.139284102689241,24.918672739102146,-16.25207296849088
200710 KQ,ADTECHNOLOGY CO LTD,19,15,5,6,4,45.45454545454545,33.33333333333333,8.888414238655999,-5.986408752253548,24.918672739102146,-16.25207296849088
200710 KQ,ADTECHNOLOGY CO LTD,20,15,5,5,5,50.0,33.33333333333333,8.952582936709547,-5.46280771260774,24.918672739102146,-16.25207296849088
204270 KQ,JNTC CO LTD,10,16,5,9,2,35.714285714285715,31.25,10.05506596970047,-6.065431365394556,35.52036199095023,-15.040000000000001
204270 KQ,JNTC CO LTD,11,15,3,10,2,23.076923076923077,20.0,8.265409333510274,-6.941258700159852,35.52036199095023,-15.040000000000001
204270 KQ,JNTC CO LTD,12,12,3,7,2,30.0,25.0,10.087123010884662,-6.088646059405683,35.52036199095023,-11.812080536912752
204270 KQ,JNTC CO LTD,13,10,2,6,2,25.0,20.0,7.80083356161758,-6.46453373343265,26.997840172786177,-10.30741410488246
204270 KQ,JNTC CO LTD,14,10,2,6,2,25.0,20.0,9.851167871586778,-6.656780747180678,33.793103448275865,-10.30741410488246
204270 KQ,JNTC CO LTD,15,11,4,5,2,44.44444444444444,36.36363636363637,11.982787647937856,-6.073699169180529,33.793103448275865,-10.30741410488246
204270 KQ,JNTC CO LTD,16,10,3,5,2,37.5,30.0,9.595051683739731,-5.527342467938987,26.997840172786177,-10.30741410488246
204270 KQ,JNTC CO LTD,17,9,3,4,2,42.857142857142854,33.33333333333333,10.72966168817352,-4.999939119627794,26.997840172786177,-10.30741410488246
204270 KQ,JNTC CO LTD,18,7,2,4,1,33.33333333333333,28.57142857142857,10.709279270388842,-5.772544817163377,26.997840172786177,-10.30741410488246
204270 KQ,JNTC CO LTD,19,7,2,4,1,33.33333333333333,28.57142857142857,9.811632489289584,-5.946183982432915,26.997840172786177,-10.30741410488246
204270 KQ,JNTC CO LTD,20,9,4,4,1,50.0,44.44444444444444,13.827995817972223,-5.333364675267188,33.793103448275865,-10.30741410488246
211050 KQ,INCAR FINANCIAL SERVICE CO,10,13,5,4,4,55.55555555555556,38.46153846153847,10.1367370573081,-4.352893884699004,30.834419817470664,-14.827018121911037
211050 KQ,INCAR FINANCIAL SERVICE CO,11,11,3,4,4,42.857142857142854,27.27272727272727,6.94270755344947,-4.368737451516925,17.750850340136054,-14.827018121911037
211050 KQ,INCAR FINANCIAL SERVICE CO,12,11,3,4,4,42.857142857142854,27.27272727272727,6.667042984618859,-4.683206228873431,17.750850340136054,-14.827018121911037
211050 KQ,INCAR FINANCIAL SERVICE CO,13,9,3,2,4,60.0,33.33333333333333,7.5984735330849595,-3.394638271893663,17.750850340136054,-8.858665686454696
211050 KQ,INCAR FINANCIAL SERVICE CO,14,10,4,2,4,66.66666666666666,40.0,8.586056429409357,-3.8774945621785997,17.750850340136054,-8.858665686454696
211050 KQ,INCAR FINANCIAL SERVICE CO,15,10,4,2,4,66.66666666666666,40.0,8.586056429409357,-3.8774945621785997,17.750850340136054,-8.858665686454696
211050 KQ,INCAR FINANCIAL SERVICE CO,16,10,4,3,3,57.14285714285714,40.0,8.333016332566896,-6.269748144505095,17.750850340136054,-25.787781350482312
211050 KQ,INCAR FINANCIAL SERVICE CO,17,8,4,2,2,66.66666666666666,50.0,10.176471991895761,-6.159238560409411,17.750850340136054,-25.787781350482312
211050 KQ,INCAR FINANCIAL SERVICE CO,18,8,5,2,1,71.42857142857143,62.5,11.365068930495038,-6.160899626523296,17.750850340136054,-25.787781350482312
211050 KQ,INCAR FINANCIAL SERVICE CO,19,7,4,2,1,66.66666666666666,57.14285714285714,10.58935458664544,-7.173099463110049,17.750850340136054,-25.787781350482312
211050 KQ,INCAR FINANCIAL SERVICE CO,20,9,4,2,3,66.66666666666666,44.44444444444444,9.090679263573636,-6.388413577196777,17.750850340136054,-25.787781350482312
218410 KQ,RFHIC CORP,10,10,3,4,3,42.857142857142854,30.0,5.989335319479352,-5.936156227448097,16.826338199513383,-15.723270440251572
218410 KQ,RFHIC CORP,11,11,2,6,3,25.0,18.181818181818183,4.285211996029165,-7.698364137904591,14.161625562277028,-17.42204899777283
218410 KQ,RFHIC CORP,12,12,1,6,5,14.285714285714285,8.333333333333332,3.955497527529893,-7.062177036393308,14.161625562277028,-17.42204899777283
218410 KQ,RFHIC CORP,13,9,1,4,4,20.0,11.11111111111111,5.197892316652905,-6.689001622092841,14.161625562277028,-17.42204899777283
218410 KQ,RFHIC CORP,14,8,1,4,3,20.0,12.5,5.202508774476726,-6.965171110325405,14.161625562277028,-17.42204899777283
218410 KQ,RFHIC CORP,15,10,2,4,4,33.33333333333333,20.0,5.693980357349337,-6.490819527168734,14.161625562277028,-17.42204899777283
218410 KQ,RFHIC CORP,16,10,3,4,3,42.857142857142854,30.0,6.4906503752503015,-6.243416079362224,16.826338199513383,-17.42204899777283
218410 KQ,RFHIC CORP,17,10,3,4,3,42.857142857142854,30.0,6.4906503752503015,-6.243416079362224,16.826338199513383,-17.42204899777283
218410 KQ,RFHIC CORP,18,10,3,4,3,42.857142857142854,30.0,6.4906503752503015,-6.243416079362224,16.826338199513383,-17.42204899777283
218410 KQ,RFHIC CORP,19,11,3,4,4,42.857142857142854,27.27272727272727,6.1098200232386555,-6.0461731340781135,16.826338199513383,-17.42204899777283
218410 KQ,RFHIC CORP,20,11,3,4,4,42.857142857142854,27.27272727272727,6.1098200232386555,-6.0461731340781135,16.826338199513383,-17.42204899777283
226950 KQ,OLIX PHARMACEUTICALS INC,10,16,8,6,2,57.14285714285714,50.0,13.54140938832472,-5.975053892211555,32.631578947368425,-15.577889447236181
226950 KQ,OLIX PHARMACEUTICALS INC,11,17,8,7,2,53.333333333333336,47.05882352941176,13.460011609653248,-6.341850170246341,32.631578947368425,-15.577889447236181
226950 KQ,OLIX PHARMACEUTICALS INC,12,18,9,7,2,56.25,50.0,13.372750066855609,-6.886304255462022,32.631578947368425,-19.375
226950 KQ,OLIX PHARMACEUTICALS INC,13,15,9,4,2,69.23076923076923,60.0,15.886335716380522,-5.493944047037292,32.631578947368425,-12.344913151364764
226950 KQ,OLIX PHARMACEUTICALS INC,14,16,10,4,2,71.42857142857143,62.5,15.53415540141815,-5.700620899996881,32.631578947368425,-12.344913151364764
226950 KQ,OLIX PHARMACEUTICALS INC,15,16,10,4,2,71.42857142857143,62.5,15.53415540141815,-5.700620899996881,32.631578947368425,-12.344913151364764
226950 KQ,OLIX PHARMACEUTICALS INC,16,16,10,4,2,71.42857142857143,62.5,14.831945774439182,-5.985540715612226,32.631578947368425,-12.344913151364764
226950 KQ,OLIX PHARMACEUTICALS INC,17,15,10,3,2,76.92307692307693,66.66666666666666,14.621045290339282,-5.878093301681779,32.631578947368425,-12.344913151364764
226950 KQ,OLIX PHARMACEUTICALS INC,18,15,10,3,2,76.92307692307693,66.66666666666666,14.210126629869782,-5.690797553838545,32.631578947368425,-12.344913151364764
226950 KQ,OLIX PHARMACEUTICALS INC,19,15,11,3,1,78.57142857142857,73.33333333333333,15.368352062728915,-5.85497785042803,32.631578947368425,-12.344913151364764
226950 KQ,OLIX PHARMACEUTICALS INC,20,14,10,3,1,76.92307692307693,71.42857142857143,15.479747361647437,-5.950585822058669,32.631578947368425,-12.344913151364764
257720 KQ,SILICON2 CO LTD,10,29,7,15,7,31.818181818181817,24.137931034482758,7.018187320898953,-7.607824039943712,40.856031128404666,-20.178282009724473
257720 KQ,SILICON2 CO LTD,11,26,5,13,8,27.77777777777778,19.230769230769234,6.668325616791037,-7.500829750324066,40.856031128404666,-20.178282009724473
257720 KQ,SILICON2 CO LTD,12,21,3,11,7,21.428571428571427,14.285714285714285,6.504920180549916,-8.1100978223562,40.856031128404666,-20.178282009724473
257720 KQ,SILICON2 CO LTD,13,21,3,11,7,21.428571428571427,14.285714285714285,6.564714213105467,-8.039133476026535,40.856031128404666,-20.178282009724473
257720 KQ,SILICON2 CO LTD,14,21,4,10,7,28.57142857142857,19.047619047619047,7.200259362199308,-7.188758059150878,40.856031128404666,-20.178282009724473
257720 KQ,SILICON2 CO LTD,15,18,3,9,6,25.0,16.666666666666664,6.8932308204149315,-6.98092277222371,40.856031128404666,-17.375886524822697
257720 KQ,SILICON2 CO LTD,16,17,3,8,6,27.27272727272727,17.647058823529413,7.159292648452559,-6.6092948261737945,40.856031128404666,-16.538461538461537
257720 KQ,SILICON2 CO LTD,17,17,3,8,6,27.27272727272727,17.647058823529413,7.159292648452559,-6.6092948261737945,40.856031128404666,-16.538461538461537
257720 KQ,SILICON2 CO LTD,18,16,2,8,6,20.0,12.5,6.584661972815431,-6.928390790403642,40.856031128404666,-16.538461538461537
257720 KQ,SILICON2 CO LTD,19,15,2,8,5,20.0,13.333333333333334,6.608858140535555,-7.412907944153024,40.856031128404666,-16.538461538461537
257720 KQ,SILICON2 CO LTD,20,17,2,8,7,20.0,11.76470588235294,6.4988082677609444,-6.661061345465786,40.856031128404666,-16.538461538461537
277810 KQ,RAINBOW ROBOTICS,10,17,5,6,6,45.45454545454545,29.411764705882355,10.400186187671485,-3.9756616607071265,39.065108514190314,-9.252669039145907
277810 KQ,RAINBOW ROBOTICS,11,19,5,6,8,45.45454545454545,26.31578947368421,9.821817959251135,-3.9361174862196586,39.065108514190314,-9.252669039145907
277810 KQ,RAINBOW ROBOTICS,12,18,5,6,7,45.45454545454545,27.77777777777778,9.568780285367191,-3.65911005774072,33.57079252003562,-9.252669039145907
277810 KQ,RAINBOW ROBOTICS,13,16,4,6,6,40.0,25.0,9.786569853173619,-4.109084535598104,32.56544502617801,-13.548387096774196
277810 KQ,RAINBOW ROBOTICS,14,17,5,6,6,45.45454545454545,29.411764705882355,9.89118941479391,-4.12271171632301,32.56544502617801,-13.548387096774196
277810 KQ,RAINBOW ROBOTICS,15,20,5,8,7,38.46153846153847,25.0,9.082881655906611,-5.069448535760401,32.56544502617801,-18.40168243953733
277810 KQ,RAINBOW ROBOTICS,16,20,6,7,7,46.15384615384615,30.0,9.635539051024622,-4.597753688971781,32.56544502617801,-18.40168243953733
277810 KQ,RAINBOW ROBOTICS,17,21,6,7,8,46.15384615384615,28.57142857142857,11.25527730334607,-4.444067641521155,63.692518874399454,-13.548387096774196
277810 KQ,RAINBOW ROBOTICS,18,20,6,7,7,46.15384615384615,30.0,11.586948731538586,-4.552225405349914,63.692518874399454,-13.548387096774196
277810 KQ,RAINBOW ROBOTICS,19,22,8,6,8,57.14285714285714,36.36363636363637,11.523969943531002,-4.25801244351365,63.692518874399454,-13.548387096774196
277810 KQ,RAINBOW ROBOTICS,20,21,9,5,7,64.28571428571429,42.857142857142854,12.485975555240108,-3.8448750867394232,63.692518874399454,-9.502262443438914
290650 KQ,L&C BIO CO LTD,10,14,3,9,2,25.0,21.428571428571427,8.07400006398412,-5.270114340280506,33.801852597664116,-11.264863361379598
290650 KQ,L&C BIO CO LTD,11,12,3,7,2,30.0,25.0,8.557139305870114,-4.852677805788507,33.801852597664116,-11.264863361379598
290650 KQ,L&C BIO CO LTD,12,11,3,6,2,33.33333333333333,27.27272727272727,8.584821826499454,-4.779145018902148,33.801852597664116,-11.264863361379598
290650 KQ,L&C BIO CO LTD,13,11,3,5,3,37.5,27.27272727272727,8.126132740611196,-4.503682017598653,33.801852597664116,-11.264863361379598
290650 KQ,L&C BIO CO LTD,14,10,3,5,2,37.5,30.0,8.460140284353423,-4.64756988697844,33.801852597664116,-11.264863361379598
290650 KQ,L&C BIO CO LTD,15,12,3,7,2,30.0,25.0,10.345139848980752,-4.74723337329397,66.10226992351345,-11.264863361379598
290650 KQ,L&C BIO CO LTD,16,11,3,7,1,30.0,27.27272727272727,11.17799937059374,-4.941544429840377,66.10226992351345,-11.264863361379598
290650 KQ,L&C BIO CO LTD,17,11,3,6,2,33.33333333333333,27.27272727272727,11.777942207331163,-4.467789838935081,66.10226992351345,-11.264863361379598
290650 KQ,L&C BIO CO LTD,18,12,3,6,3,33.33333333333333,25.0,11.195285131985974,-4.350874296007222,66.10226992351345,-11.264863361379598
290650 KQ,L&C BIO CO LTD,19,11,2,6,3,25.0,18.181818181818183,11.044451253808111,-4.610952266892148,66.10226992351345,-11.264863361379598
290650 KQ,L&C BIO CO LTD,20,10,2,5,3,28.57142857142857,20.0,12.062323818170913,-3.945561157443403,66.10226992351345,-9.41427428673007
295310 KQ,HVM CO LTD,10,5,2,3,0,40.0,40.0,6.91938898243689,-9.303578973633401,24.0,-19.665271966527197
295310 KQ,HVM CO LTD,11,3,1,2,0,33.33333333333333,33.33333333333333,6.719049934535473,-11.023464094325313,24.0,-19.665271966527197
295310 KQ,HVM CO LTD,12,2,0,2,0,0.0,0.0,-1.9214250981967895,-13.903617194119548,3.549060542797495,-19.665271966527197
295310 KQ,HVM CO LTD,13,3,1,2,0,33.33333333333333,33.33333333333333,8.623811839297378,-11.309894455943644,29.714285714285715,-19.665271966527197
295310 KQ,HVM CO LTD,14,4,1,3,0,25.0,25.0,7.578969990584144,-9.877482570352795,29.714285714285715,-19.665271966527197
295310 KQ,HVM CO LTD,15,2,1,1,0,50.0,50.0,11.16118748754732,-12.893860473059517,29.714285714285715,-19.665271966527197
295310 KQ,HVM CO LTD,16,2,1,1,0,50.0,50.0,11.16118748754732,-12.893860473059517,29.714285714285715,-19.665271966527197
295310 KQ,HVM CO LTD,17,2,1,1,0,50.0,50.0,11.16118748754732,-12.893860473059517,29.714285714285715,-19.665271966527197
295310 KQ,HVM CO LTD,18,3,1,2,0,33.33333333333333,33.33333333333333,6.927971145544366,-15.390778776911473,29.714285714285715,-20.384615384615383
295310 KQ,HVM CO LTD,19,3,1,2,0,33.33333333333333,33.33333333333333,6.927971145544366,-15.390778776911473,29.714285714285715,-20.384615384615383
295310 KQ,HVM CO LTD,20,4,1,2,1,33.33333333333333,25.0,7.365603605706598,-12.627896705957767,29.714285714285715,-20.384615384615383
305090 KQ,MICRO DIGITAL CO LTS/KOREA,10,19,6,8,5,42.857142857142854,31.57894736842105,8.361115613814698,-5.9773963487162645,25.08513053348468,-14.67680608365019
305090 KQ,MICRO DIGITAL CO LTS/KOREA,11,18,6,7,5,46.15384615384615,33.33333333333333,8.687880989972449,-5.978895411248251,25.08513053348468,-14.67680608365019
305090 KQ,MICRO DIGITAL CO LTS/KOREA,12,15,4,7,4,36.36363636363637,26.666666666666668,8.537304400859648,-5.88572894599334,25.08513053348468,-14.67680608365019
305090 KQ,MICRO DIGITAL CO LTS/KOREA,13,17,4,9,4,30.76923076923077,23.52941176470588,7.725923936656941,-6.088218717170717,25.08513053348468,-14.67680608365019
305090 KQ,MICRO DIGITAL CO LTS/KOREA,14,15,4,8,3,33.33333333333333,26.666666666666668,8.234536541328945,-6.284657823344801,25.08513053348468,-14.67680608365019
