MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,24,9,7,8,56.25,37.5,10.81451966090117,-3.8668927776429296,35.990621336459554,-13.77551020408163
11,24,9,8,7,52.94117647058824,37.5,10.852817072638247,-4.181894722325873,35.990621336459554,-13.77551020408163
12,23,8,9,6,47.05882352941176,34.78260869565217,10.856799293838467,-4.376729465305984,35.990621336459554,-13.77551020408163
13,19,7,7,5,50.0,36.84210526315789,10.161625928433264,-4.047912660073012,35.990621336459554,-13.77551020408163
14,21,7,7,7,50.0,33.33333333333333,9.734238090686276,-4.109958747901617,35.990621336459554,-13.77551020408163
15,19,7,6,6,53.84615384615385,36.84210526315789,10.170386145146793,-4.048272920667711,35.990621336459554,-13.77551020408163
16,18,7,7,4,50.0,38.88888888888889,9.388886771817655,-4.469998904198687,28.028326500186356,-13.77551020408163
17,16,7,6,3,53.84615384615385,43.75,9.948137993041257,-4.71051646239359,28.028326500186356,-13.77551020408163
18,14,7,4,3,63.63636363636363,50.0,10.767134695460403,-4.321877320409955,28.028326500186356,-13.77551020408163
19,14,7,4,3,63.63636363636363,50.0,10.767134695460403,-4.321877320409955,28.028326500186356,-13.77551020408163
20,16,7,6,3,53.84615384615385,43.75,9.98649372872898,-5.273814234043877,28.028326500186356,-16.65043816942551
