MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,15,2,5,8,28.57142857142857,13.333333333333334,3.6801775906309833,-4.688582884308673,21.331058020477816,-10.18018018018018
11,14,2,4,8,33.33333333333333,14.285714285714285,3.943047418533195,-4.386863378082186,21.331058020477816,-10.18018018018018
12,13,2,4,7,33.33333333333333,15.384615384615385,4.137676232155422,-4.543176863390524,21.331058020477816,-10.18018018018018
13,14,2,4,8,33.33333333333333,14.285714285714285,3.911192203848249,-4.3878348457517236,21.331058020477816,-10.18018018018018
14,14,2,4,8,33.33333333333333,14.285714285714285,4.018662421982452,-4.35445999346339,21.331058020477816,-10.18018018018018
15,14,2,4,8,33.33333333333333,14.285714285714285,4.018662421982452,-4.35445999346339,21.331058020477816,-10.18018018018018
16,15,2,4,9,33.33333333333333,13.333333333333334,3.8010660592590924,-4.265420522201051,21.331058020477816,-10.18018018018018
17,16,2,5,9,28.57142857142857,12.5,3.5634994305553995,-4.367421483153229,21.331058020477816,-10.18018018018018
18,15,2,4,9,33.33333333333333,13.333333333333334,3.785759588464442,-4.121046336232642,21.331058020477816,-10.18018018018018
19,16,2,4,10,33.33333333333333,12.5,3.5737075709634105,-4.096781529609064,21.331058020477816,-10.18018018018018
20,13,2,2,9,50.0,15.384615384615385,4.482799803350559,-3.6981383600032527,21.331058020477816,-10.18018018018018
