MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,6,1,5,0,16.666666666666664,16.666666666666664,6.4861477724037515,-7.121131385496717,18.12907904278463,-11.386138613861387
11,8,1,5,2,16.666666666666664,12.5,6.7346453686225,-5.949895922029273,18.12907904278463,-11.386138613861387
12,8,1,5,2,16.666666666666664,12.5,6.7346453686225,-5.949895922029273,18.12907904278463,-11.386138613861387
13,7,1,4,2,20.0,14.285714285714285,6.969142178159521,-5.806092233871964,18.12907904278463,-11.386138613861387
14,5,0,3,2,0.0,0.0,5.982835092718255,-6.636594553252674,9.270998415213946,-11.386138613861387
15,4,0,2,2,0.0,0.0,6.504031122269633,-5.878201962180534,9.270998415213946,-11.386138613861387
16,3,0,2,1,0.0,0.0,5.5817086912881955,-6.675426176726713,6.765676567656766,-11.386138613861387
17,3,0,2,1,0.0,0.0,5.5817086912881955,-6.675426176726713,6.765676567656766,-11.386138613861387
18,3,0,2,1,0.0,0.0,5.5817086912881955,-6.675426176726713,6.765676567656766,-11.386138613861387
19,3,0,2,1,0.0,0.0,5.5817086912881955,-6.675426176726713,6.765676567656766,-11.386138613861387
20,3,0,2,1,0.0,0.0,4.016486888549834,-7.822182199840257,6.765676567656766,-11.386138613861387
