MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,23,8,11,4,42.10526315789473,34.78260869565217,6.920910550305526,-7.09807868211386,31.226937269372694,-25.577828896921893
11,22,7,10,5,41.17647058823529,31.818181818181817,7.57929029698494,-7.053382906351774,31.226937269372694,-25.577828896921893
12,20,6,9,5,40.0,30.0,7.064055171795499,-7.313895167836867,31.226937269372694,-25.577828896921893
13,21,6,9,6,40.0,28.57142857142857,6.945627956732936,-7.077537984109953,31.226937269372694,-25.577828896921893
14,22,7,9,6,43.75,31.818181818181817,7.937389208766485,-6.8233023532583985,31.226937269372694,-25.577828896921893
15,23,7,9,7,43.75,30.434782608695656,7.7234915829752415,-6.547216698468954,31.226937269372694,-25.577828896921893
16,19,5,7,7,41.66666666666667,26.31578947368421,6.921067001081888,-6.801201820954892,31.226937269372694,-25.577828896921893
17,19,4,8,7,33.33333333333333,21.052631578947366,5.734647414855272,-7.117609647475038,28.76437550147098,-25.577828896921893
18,17,4,8,5,33.33333333333333,23.52941176470588,6.063408269455215,-7.6030589449039665,28.76437550147098,-25.577828896921893
19,18,5,8,5,38.46153846153847,27.77777777777778,6.332535812414118,-7.451028676374045,28.76437550147098,-25.577828896921893
20,16,3,8,5,27.27272727272727,18.75,4.194294351833167,-7.978248827877671,16.81454704786943,-25.577828896921893
