MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,19,6,8,5,42.857142857142854,31.57894736842105,8.361115613814698,-5.9773963487162645,25.08513053348468,-14.67680608365019
11,18,6,7,5,46.15384615384615,33.33333333333333,8.687880989972449,-5.978895411248251,25.08513053348468,-14.67680608365019
12,15,4,7,4,36.36363636363637,26.666666666666668,8.537304400859648,-5.88572894599334,25.08513053348468,-14.67680608365019
13,17,4,9,4,30.76923076923077,23.52941176470588,7.725923936656941,-6.088218717170717,25.08513053348468,-14.67680608365019
14,15,4,8,3,33.33333333333333,26.666666666666668,8.234536541328945,-6.284657823344801,25.08513053348468,-14.67680608365019
15,15,4,7,4,36.36363636363637,26.666666666666668,8.2615762034059,-6.139754003649084,25.08513053348468,-14.67680608365019
16,15,4,7,4,36.36363636363637,26.666666666666668,8.2615762034059,-6.139754003649084,25.08513053348468,-14.67680608365019
17,14,4,7,3,36.36363636363637,28.57142857142857,7.699103455622927,-7.347044663317477,18.622848200312987,-14.957264957264957
18,14,4,7,3,36.36363636363637,28.57142857142857,7.762061832214086,-7.342374902934557,18.622848200312987,-14.957264957264957
19,13,4,6,3,40.0,30.76923076923077,7.753626579567625,-7.178309998630127,18.622848200312987,-14.957264957264957
20,13,4,6,3,40.0,30.76923076923077,7.753626579567625,-7.178309998630127,18.622848200312987,-14.957264957264957
