MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,19,2,6,11,25.0,10.526315789473683,5.147308910429577,-4.196310802180181,11.370262390670554,-10.57948717948718
11,18,3,4,11,42.857142857142854,16.666666666666664,4.95288789073254,-3.6404942312787023,11.370262390670554,-10.57948717948718
12,18,4,4,10,50.0,22.22222222222222,5.820341571968305,-3.792962005369298,12.12289468813622,-10.57948717948718
13,18,4,4,10,50.0,22.22222222222222,5.820341571968305,-3.792962005369298,12.12289468813622,-10.57948717948718
14,17,2,4,11,33.33333333333333,11.76470588235294,5.323965364752536,-3.9473972843744254,11.370262390670554,-10.57948717948718
15,16,2,4,10,33.33333333333333,12.5,4.796258948625929,-4.467382273214454,11.370262390670554,-12.51731206027367
16,16,2,5,9,28.57142857142857,12.5,4.677245934861892,-4.6846801247007095,11.370262390670554,-12.51731206027367
17,16,2,5,9,28.57142857142857,12.5,4.677245934861892,-4.6846801247007095,11.370262390670554,-12.51731206027367
18,17,3,5,9,37.5,17.647058823529413,5.024332494896292,-4.392101659565164,11.370262390670554,-12.51731206027367
19,16,3,4,9,42.857142857142854,18.75,4.914236087541862,-4.203507783192481,11.370262390670554,-12.51731206027367
20,19,2,6,11,25.0,10.526315789473683,4.52244114450271,-4.781294377656523,10.577717455446713,-13.578233827948475
