MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,23,12,10,1,54.54545454545454,52.17391304347826,16.69647464588014,-6.755037506599328,60.1639344262295,-22.35294117647059
11,25,13,10,2,56.52173913043478,52.0,17.46070130575119,-6.861870385609335,60.1639344262295,-22.35294117647059
12,24,13,10,1,56.52173913043478,54.166666666666664,17.925072632087318,-6.994272879746565,60.1639344262295,-22.35294117647059
13,26,12,13,1,48.0,46.15384615384615,15.070007761364094,-7.032459057075334,60.1639344262295,-22.35294117647059
14,23,11,11,1,50.0,47.82608695652174,15.979039110558853,-7.312820356310426,60.1639344262295,-22.35294117647059
15,23,11,11,1,50.0,47.82608695652174,15.056119750505792,-7.434538561281268,60.1639344262295,-22.35294117647059
16,21,11,9,1,55.00000000000001,52.38095238095239,16.55412424766412,-6.577053882472716,60.1639344262295,-15.61643061091793
17,18,9,8,1,52.94117647058824,50.0,16.618183902045885,-6.582274815840177,60.1639344262295,-15.61643061091793
18,17,7,9,1,43.75,41.17647058823529,15.905596301795935,-7.109138039452227,60.1639344262295,-15.61643061091793
19,17,6,10,1,37.5,35.294117647058826,12.89670196101529,-8.226347185898764,42.79691105982602,-28.10786106032907
20,15,6,8,1,42.857142857142854,40.0,13.843176333482596,-8.0184852054553,42.79691105982602,-28.10786106032907
