MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,13,4,8,1,33.33333333333333,30.76923076923077,6.881142287598957,-6.189644263178636,15.186265594878694,-13.185755534167468
11,10,3,6,1,33.33333333333333,30.0,6.57276887274409,-5.924018322040585,14.984049874504088,-13.185755534167468
12,10,3,6,1,33.33333333333333,30.0,7.395776255837347,-5.479882030942266,14.984049874504088,-8.744392623184279
13,11,3,6,2,33.33333333333333,27.27272727272727,7.574692026525872,-5.311077401658407,14.984049874504088,-8.744392623184279
14,12,3,7,2,30.0,25.0,7.136379363171172,-5.683435495434534,14.984049874504088,-9.773529726452441
15,12,3,6,3,33.33333333333333,25.0,7.369758150283682,-5.4131575205976254,14.984049874504088,-13.185755534167468
16,10,2,5,3,28.57142857142857,20.0,6.592346257144823,-5.336476503511476,14.134703495221887,-13.185755534167468
17,11,2,6,3,25.0,18.181818181818183,6.062570993371707,-5.424956042649925,14.134703495221887,-13.185755534167468
18,11,2,6,3,25.0,18.181818181818183,6.062570993371707,-5.424956042649925,14.134703495221887,-13.185755534167468
19,11,2,6,3,25.0,18.181818181818183,6.062570993371707,-5.424956042649925,14.134703495221887,-13.185755534167468
20,12,3,5,4,37.5,25.0,7.045805536670774,-4.917400454341046,14.984049874504088,-13.185755534167468
