MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,3,0,2,1,0.0,0.0,1.4063935949247577,-5.8929304852577244,3.5131744040150563,-8.352402745995423
11,5,0,3,2,0.0,0.0,2.4463123711723127,-5.444105127333953,5.899705014749262,-8.352402745995423
12,5,0,3,2,0.0,0.0,2.4463123711723127,-5.444105127333953,5.899705014749262,-8.352402745995423
13,6,0,4,2,0.0,0.0,2.267188821363461,-8.277402651830663,5.899705014749262,-22.443890274314214
14,6,0,4,2,0.0,0.0,2.267188821363461,-8.277402651830663,5.899705014749262,-22.443890274314214
15,5,0,3,2,0.0,0.0,1.5406855826863004,-8.841437754468181,3.5131744040150563,-22.443890274314214
16,5,0,3,2,0.0,0.0,1.5406855826863004,-8.841437754468181,3.5131744040150563,-22.443890274314214
17,5,0,3,2,0.0,0.0,1.5406855826863004,-8.841437754468181,3.5131744040150563,-22.443890274314214
18,5,0,3,2,0.0,0.0,1.5406855826863004,-8.841437754468181,3.5131744040150563,-22.443890274314214
19,5,0,3,2,0.0,0.0,1.5406855826863004,-8.841437754468181,3.5131744040150563,-22.443890274314214
20,3,0,2,1,0.0,0.0,1.7426649680839594,-11.520136151060973,3.5131744040150563,-22.443890274314214
