MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,20,3,11,6,21.428571428571427,15.0,5.640061940977659,-6.731386009407258,21.814671814671815,-19.93517017828201
11,21,3,11,7,21.428571428571427,14.285714285714285,5.821132722378635,-6.440639582067263,21.814671814671815,-19.93517017828201
12,20,3,10,7,23.076923076923077,15.0,5.468314194102736,-6.04160281059669,21.814671814671815,-19.93517017828201
13,17,3,8,6,27.27272727272727,17.647058823529413,5.903702185050188,-6.007914400533425,21.814671814671815,-19.93517017828201
14,16,2,8,6,20.0,12.5,5.524820323752579,-6.3834090505667636,21.814671814671815,-19.93517017828201
15,18,2,10,6,16.666666666666664,11.11111111111111,5.121647507748533,-6.406023298282299,21.814671814671815,-19.93517017828201
16,16,2,8,6,20.0,12.5,5.467677701402211,-5.499885702420774,21.814671814671815,-19.93517017828201
17,15,2,7,6,22.22222222222222,13.333333333333334,5.375220774361901,-5.277562774128238,21.814671814671815,-19.93517017828201
18,14,2,7,5,22.22222222222222,14.285714285714285,5.615145108480777,-5.961496605953919,21.814671814671815,-19.93517017828201
19,11,1,6,4,14.285714285714285,9.090909090909092,5.4287406424715705,-4.92239346976954,21.814671814671815,-19.93517017828201
20,11,1,6,4,14.285714285714285,9.090909090909092,5.4287406424715705,-4.92239346976954,21.814671814671815,-19.93517017828201
