MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,15,3,8,4,27.27272727272727,20.0,8.06699424192003,-5.624032773804127,37.21881390593047,-13.705972434915772
11,15,3,8,4,27.27272727272727,20.0,7.909494804567561,-5.746960355396742,37.21881390593047,-13.705972434915772
12,16,4,8,4,33.33333333333333,25.0,8.225860167152447,-5.810063766301259,37.21881390593047,-13.705972434915772
13,17,4,9,4,30.76923076923077,23.52941176470588,6.239498621527796,-6.0519521287382645,21.37733142037303,-13.705972434915772
14,16,4,7,5,36.36363636363637,25.0,6.331415446733823,-5.80303549483904,21.37733142037303,-13.705972434915772
15,15,4,6,5,40.0,26.666666666666668,6.452684967539852,-5.840559549662371,21.37733142037303,-13.705972434915772
16,12,2,5,5,28.57142857142857,16.666666666666664,5.385749044091203,-6.5450511106953355,13.908872901678656,-13.705972434915772
17,13,3,6,4,33.33333333333333,23.076923076923077,6.346232951048862,-6.54711177767517,13.908872901678656,-13.705972434915772
18,12,3,6,3,33.33333333333333,25.0,6.642258471070747,-7.055068724197581,13.908872901678656,-13.705972434915772
19,12,4,6,2,40.0,33.33333333333333,7.034024166376622,-6.813148920425578,13.908872901678656,-13.705972434915772
20,12,4,6,2,40.0,33.33333333333333,7.034024166376622,-6.813148920425578,13.908872901678656,-13.705972434915772
