MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,8,0,0,8,0.0,0.0,1.8534648226236645,-1.1129795632774213,3.861003861003861,-2.4965453707968677
11,8,0,0,8,0.0,0.0,1.8534462639585207,-1.0696174375230623,3.861003861003861,-2.4965453707968677
12,5,0,0,5,0.0,0.0,2.143747626523977,-0.962209853618894,3.861003861003861,-2.4965453707968677
13,6,0,0,6,0.0,0.0,1.8724204876435542,-0.8878056768893184,3.861003861003861,-2.4965453707968677
14,6,0,0,6,0.0,0.0,1.8724204876435542,-0.8878056768893184,3.861003861003861,-2.4965453707968677
15,4,0,0,4,0.0,0.0,1.9095101351920352,-0.6653938991320895,3.861003861003861,-1.3862633900441084
16,4,0,0,4,0.0,0.0,1.9095101351920352,-0.6653938991320895,3.861003861003861,-1.3862633900441084
17,2,0,0,2,0.0,0.0,1.6306259432614196,-1.2807956095436666,2.370082564351627,-1.3862633900441084
18,2,0,0,2,0.0,0.0,1.6306259432614196,-1.2807956095436666,2.370082564351627,-1.3862633900441084
19,3,0,0,3,0.0,0.0,1.1495675191329748,-1.6825930214637335,2.370082564351627,-2.4861878453038675
20,3,0,0,3,0.0,0.0,1.1495675191329748,-1.6825930214637335,2.370082564351627,-2.4861878453038675
