MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,17,5,3,9,62.5,29.411764705882355,7.018969676538321,-3.903127337865488,17.08229426433915,-11.201629327902241
11,14,4,2,8,66.66666666666666,28.57142857142857,6.601707305341809,-3.867655119129363,14.503311258278146,-11.201629327902241
12,13,5,1,7,83.33333333333334,38.46153846153847,8.708971979664744,-3.004326274269561,20.362903225806452,-11.201629327902241
13,13,5,1,7,83.33333333333334,38.46153846153847,8.56010706946982,-3.0231278124627017,20.362903225806452,-11.201629327902241
14,12,4,1,7,80.0,33.33333333333333,8.568482631278114,-3.005913084984906,20.362903225806452,-11.201629327902241
15,14,6,1,7,85.71428571428571,42.857142857142854,9.540064129668266,-2.6512121700520668,20.362903225806452,-11.201629327902241
16,13,5,1,7,83.33333333333334,38.46153846153847,9.481114702316843,-2.6890920005746066,20.362903225806452,-11.201629327902241
17,13,5,1,7,83.33333333333334,38.46153846153847,9.481114702316843,-2.6890920005746066,20.362903225806452,-11.201629327902241
18,12,5,1,6,83.33333333333334,41.66666666666667,9.522984623731388,-2.6793633223583684,20.362903225806452,-11.201629327902241
19,12,5,1,6,83.33333333333334,41.66666666666667,8.668772650794333,-2.964811703414307,14.960629921259844,-11.201629327902241
20,12,5,1,6,83.33333333333334,41.66666666666667,8.668772650794333,-2.964811703414307,14.960629921259844,-11.201629327902241
