MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,2,1,1,0,50.0,50.0,38.089542036910466,-11.909090909090908,75.78947368421053,-21.818181818181817
11,1,1,0,0,100.0,100.0,75.78947368421053,-2.0,75.78947368421053,-2.0
12,1,1,0,0,100.0,100.0,75.78947368421053,-2.0,75.78947368421053,-2.0
13,1,1,0,0,100.0,100.0,75.78947368421053,-2.0,75.78947368421053,-2.0
14,1,1,0,0,100.0,100.0,75.78947368421053,-2.0,75.78947368421053,-2.0
15,1,1,0,0,100.0,100.0,75.78947368421053,-2.0,75.78947368421053,-2.0
16,1,1,0,0,100.0,100.0,75.78947368421053,-2.0,75.78947368421053,-2.0
17,1,1,0,0,100.0,100.0,75.78947368421053,-2.0,75.78947368421053,-2.0
18,1,1,0,0,100.0,100.0,75.78947368421053,-2.0,75.78947368421053,-2.0
19,1,1,0,0,100.0,100.0,75.78947368421053,-2.0,75.78947368421053,-2.0
20,1,1,0,0,100.0,100.0,75.78947368421053,-2.0,75.78947368421053,-2.0
