MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,12,6,5,1,54.54545454545454,50.0,14.956222889619939,-4.66472906686856,52.885375494071155,-14.057971014492754
11,10,6,3,1,66.66666666666666,60.0,16.841624562471093,-4.402585948819835,52.885375494071155,-14.057971014492754
12,8,5,2,1,71.42857142857143,62.5,19.411450992943937,-3.4709860592131996,52.885375494071155,-10.123296560674886
13,7,4,2,1,66.66666666666666,57.14285714285714,19.980868004093985,-3.9858381710156934,52.885375494071155,-10.123296560674886
14,7,4,2,1,66.66666666666666,57.14285714285714,18.863910414124046,-4.678997207160605,52.885375494071155,-11.014948859166012
15,8,4,3,1,57.14285714285714,50.0,17.06016689537741,-4.742707461925906,52.885375494071155,-11.014948859166012
16,8,4,3,1,57.14285714285714,50.0,17.06016689537741,-4.742707461925906,52.885375494071155,-11.014948859166012
17,7,3,3,1,50.0,42.857142857142854,12.051278899369104,-5.770723730443088,30.91216216216216,-11.014948859166012
18,8,4,3,1,57.14285714285714,50.0,13.255712410441939,-5.22150030372462,30.91216216216216,-11.014948859166012
19,7,3,3,1,50.0,42.857142857142854,12.051278899369104,-5.770723730443088,30.91216216216216,-11.014948859166012
20,7,3,3,1,50.0,42.857142857142854,10.783440754733494,-5.447593776969187,30.91216216216216,-11.014948859166012
