MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,11,2,3,6,40.0,18.181818181818183,5.880438323396126,-5.245673169840973,14.033680834001604,-15.295629820051415
11,10,2,3,5,40.0,20.0,6.379986580514498,-5.394134292134805,14.033680834001604,-15.295629820051415
12,14,2,5,7,28.57142857142857,14.285714285714285,6.433260068487691,-5.047731468610535,14.033680834001604,-15.295629820051415
13,16,4,4,8,50.0,25.0,7.748263972575554,-4.682963923318773,18.001978239366963,-15.295629820051415
14,14,3,4,7,42.857142857142854,21.428571428571427,7.059081878740882,-5.461342538391615,18.001978239366963,-16.077441077441076
15,13,3,5,5,37.5,23.076923076923077,7.449177796605489,-5.983434530780676,18.001978239366963,-16.077441077441076
16,15,3,5,7,37.5,20.0,7.380042431428918,-5.370337661653475,18.001978239366963,-16.077441077441076
17,15,3,5,7,37.5,20.0,7.046245352527347,-5.4241545868707615,18.001978239366963,-16.077441077441076
18,15,3,5,7,37.5,20.0,7.046245352527347,-5.4241545868707615,18.001978239366963,-16.077441077441076
19,13,2,5,6,28.57142857142857,15.384615384615385,6.729859731493032,-5.747016742961019,18.001978239366963,-16.077441077441076
20,13,2,5,6,28.57142857142857,15.384615384615385,6.729859731493032,-5.747016742961019,18.001978239366963,-16.077441077441076
