MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,2,0,1,1,0.0,0.0,5.4643500788465875,-5.082084929038071,7.124352331606218,-6.0880829015544045
11,2,0,1,1,0.0,0.0,5.4643500788465875,-5.082084929038071,7.124352331606218,-6.0880829015544045
12,2,0,1,1,0.0,0.0,5.4643500788465875,-5.082084929038071,7.124352331606218,-6.0880829015544045
13,2,0,1,1,0.0,0.0,5.4643500788465875,-5.082084929038071,7.124352331606218,-6.0880829015544045
14,2,0,1,1,0.0,0.0,5.4643500788465875,-5.082084929038071,7.124352331606218,-6.0880829015544045
15,2,0,1,1,0.0,0.0,5.4643500788465875,-5.082084929038071,7.124352331606218,-6.0880829015544045
16,1,0,1,0,0.0,0.0,7.124352331606218,-6.0880829015544045,7.124352331606218,-6.0880829015544045
17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20,1,0,1,0,0.0,0.0,7.124352331606218,-6.0880829015544045,7.124352331606218,-6.0880829015544045
