MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,11,5,4,2,55.55555555555556,45.45454545454545,11.542242161441928,-6.876425274300769,36.34496919917864,-13.939393939393941
11,13,7,4,2,63.63636363636363,53.84615384615385,15.643294318942319,-5.900471309843303,47.336377473363775,-13.939393939393941
12,14,7,5,2,58.333333333333336,50.0,14.643621391533083,-6.059270586128673,47.336377473363775,-13.939393939393941
13,11,7,3,1,70.0,63.63636363636363,14.35618319399432,-5.964543813005009,47.336377473363775,-13.939393939393941
14,12,8,3,1,72.72727272727273,66.66666666666666,14.650082238588594,-5.615427489337432,47.336377473363775,-13.939393939393941
15,13,9,3,1,75.0,69.23076923076923,14.817732306095476,-5.567669306953754,47.336377473363775,-13.939393939393941
16,11,6,4,1,60.0,54.54545454545454,13.655844022851774,-8.06513201788904,47.336377473363775,-36.122733612273365
17,11,6,4,1,60.0,54.54545454545454,13.14844543853011,-8.54108057076067,47.336377473363775,-36.122733612273365
18,11,6,4,1,60.0,54.54545454545454,13.14844543853011,-8.54108057076067,47.336377473363775,-36.122733612273365
19,12,6,5,1,54.54545454545454,50.0,12.746268732567176,-8.291675243584775,47.336377473363775,-36.122733612273365
20,12,6,5,1,54.54545454545454,50.0,12.746268732567176,-8.291675243584775,47.336377473363775,-36.122733612273365
