MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,18,0,6,12,0.0,0.0,2.854623132322363,-3.321029025743034,8.561643835616438,-6.430868167202572
11,18,0,6,12,0.0,0.0,2.854623132322363,-3.321029025743034,8.561643835616438,-6.430868167202572
12,17,0,6,11,0.0,0.0,2.929397304551761,-3.2913743637201125,8.561643835616438,-6.430868167202572
13,18,0,6,12,0.0,0.0,2.755284788268133,-3.348431540140183,8.561643835616438,-6.430868167202572
14,17,0,6,11,0.0,0.0,2.6976994254798115,-3.380732682829063,8.561643835616438,-6.430868167202572
15,16,0,7,9,0.0,0.0,2.6655033195150795,-3.588335492379458,8.561643835616438,-7.259025191538451
16,17,0,6,11,0.0,0.0,2.6389591661588994,-3.468228781243718,8.561643835616438,-7.259025191538451
17,16,0,6,10,0.0,0.0,2.733255773281725,-3.5046918183482103,8.561643835616438,-7.259025191538451
18,18,0,7,11,0.0,0.0,2.5511762592076677,-3.708388261442691,8.561643835616438,-8.39080459770115
19,18,0,7,11,0.0,0.0,2.5511762592076677,-3.708388261442691,8.561643835616438,-8.39080459770115
20,18,0,7,11,0.0,0.0,2.5393238701658563,-3.663127143883624,8.561643835616438,-8.39080459770115
