MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,14,3,9,2,25.0,21.428571428571427,8.07400006398412,-5.270114340280506,33.801852597664116,-11.264863361379598
11,12,3,7,2,30.0,25.0,8.557139305870114,-4.852677805788507,33.801852597664116,-11.264863361379598
12,11,3,6,2,33.33333333333333,27.27272727272727,8.584821826499454,-4.779145018902148,33.801852597664116,-11.264863361379598
13,11,3,5,3,37.5,27.27272727272727,8.126132740611196,-4.503682017598653,33.801852597664116,-11.264863361379598
14,10,3,5,2,37.5,30.0,8.460140284353423,-4.64756988697844,33.801852597664116,-11.264863361379598
15,12,3,7,2,30.0,25.0,10.345139848980752,-4.74723337329397,66.10226992351345,-11.264863361379598
16,11,3,7,1,30.0,27.27272727272727,11.17799937059374,-4.941544429840377,66.10226992351345,-11.264863361379598
17,11,3,6,2,33.33333333333333,27.27272727272727,11.777942207331163,-4.467789838935081,66.10226992351345,-11.264863361379598
18,12,3,6,3,33.33333333333333,25.0,11.195285131985974,-4.350874296007222,66.10226992351345,-11.264863361379598
19,11,2,6,3,25.0,18.181818181818183,11.044451253808111,-4.610952266892148,66.10226992351345,-11.264863361379598
20,10,2,5,3,28.57142857142857,20.0,12.062323818170913,-3.945561157443403,66.10226992351345,-9.41427428673007
