MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,16,5,9,2,35.714285714285715,31.25,10.05506596970047,-6.065431365394556,35.52036199095023,-15.040000000000001
11,15,3,10,2,23.076923076923077,20.0,8.265409333510274,-6.941258700159852,35.52036199095023,-15.040000000000001
12,12,3,7,2,30.0,25.0,10.087123010884662,-6.088646059405683,35.52036199095023,-11.812080536912752
13,10,2,6,2,25.0,20.0,7.80083356161758,-6.46453373343265,26.997840172786177,-10.30741410488246
14,10,2,6,2,25.0,20.0,9.851167871586778,-6.656780747180678,33.793103448275865,-10.30741410488246
15,11,4,5,2,44.44444444444444,36.36363636363637,11.982787647937856,-6.073699169180529,33.793103448275865,-10.30741410488246
16,10,3,5,2,37.5,30.0,9.595051683739731,-5.527342467938987,26.997840172786177,-10.30741410488246
17,9,3,4,2,42.857142857142854,33.33333333333333,10.72966168817352,-4.999939119627794,26.997840172786177,-10.30741410488246
18,7,2,4,1,33.33333333333333,28.57142857142857,10.709279270388842,-5.772544817163377,26.997840172786177,-10.30741410488246
19,7,2,4,1,33.33333333333333,28.57142857142857,9.811632489289584,-5.946183982432915,26.997840172786177,-10.30741410488246
20,9,4,4,1,50.0,44.44444444444444,13.827995817972223,-5.333364675267188,33.793103448275865,-10.30741410488246
