MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,12,0,2,10,0.0,0.0,4.339323648076044,-3.058543436716029,9.931506849315069,-5.590763227065293
11,10,0,0,10,0.0,0.0,4.50321043720757,-2.5582402993978985,9.931506849315069,-4.795897662922178
12,9,0,1,8,0.0,0.0,4.577814754919556,-3.0396042121301483,9.931506849315069,-6.426728716677626
13,11,1,1,9,50.0,9.090909090909092,4.854228451366921,-2.8768165956852365,11.137011137011136,-6.426728716677626
14,11,1,2,8,33.33333333333333,9.090909090909092,4.596520678596929,-3.4140468416850136,11.137011137011136,-6.426728716677626
15,12,1,2,9,33.33333333333333,8.333333333333332,4.345229594379201,-3.393047549541961,11.137011137011136,-6.426728716677626
16,12,2,2,8,50.0,16.666666666666664,4.963669945623987,-3.451606240703177,12.76595744680851,-6.426728716677626
17,13,3,2,8,60.0,23.076923076923077,5.729823919102748,-3.3576502732394022,14.923671600847896,-6.426728716677626
18,11,2,1,8,66.66666666666666,18.181818181818183,5.403646176338928,-3.1811405610691366,12.76595744680851,-5.832871780670175
19,11,2,1,8,66.66666666666666,18.181818181818183,5.3318080929141365,-3.390026380721901,12.76595744680851,-5.832871780670175
20,12,2,1,9,66.66666666666666,16.666666666666664,4.942200322175993,-3.3539304030197115,12.76595744680851,-5.832871780670175
