MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,19,9,7,3,56.25,47.368421052631575,11.296600821091133,-6.125025392517099,47.43083003952569,-13.689700130378096
11,19,9,7,3,56.25,47.368421052631575,10.429122848969168,-6.44030849026909,36.13138686131387,-16.666666666666664
12,18,9,7,2,56.25,50.0,13.397494167645393,-6.472279037419578,59.33715742511153,-16.666666666666664
13,16,8,6,2,57.14285714285714,50.0,13.61893859247314,-6.371321001280024,46.541617819460726,-16.666666666666664
14,17,8,7,2,53.333333333333336,47.05882352941176,12.94696988839721,-6.61836631374576,46.541617819460726,-16.666666666666664
15,18,8,8,2,50.0,44.44444444444444,12.367749805895215,-6.6334990908999405,46.541617819460726,-16.666666666666664
16,14,5,7,2,41.66666666666667,35.714285714285715,9.327939268818698,-6.275693238273447,36.13138686131387,-13.689700130378096
17,14,6,6,2,50.0,42.857142857142854,9.621283371813282,-7.228463567357307,36.13138686131387,-16.455696202531644
18,13,5,6,2,45.45454545454545,38.46153846153847,9.218421279949863,-7.893352637124996,36.13138686131387,-16.455696202531644
19,13,5,6,2,45.45454545454545,38.46153846153847,9.218421279949863,-7.893352637124996,36.13138686131387,-16.455696202531644
20,14,5,6,3,45.45454545454545,35.714285714285715,8.686080479971789,-7.593242720485593,36.13138686131387,-16.455696202531644
