MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,10,3,4,3,42.857142857142854,30.0,5.989335319479352,-5.936156227448097,16.826338199513383,-15.723270440251572
11,11,2,6,3,25.0,18.181818181818183,4.285211996029165,-7.698364137904591,14.161625562277028,-17.42204899777283
12,12,1,6,5,14.285714285714285,8.333333333333332,3.955497527529893,-7.062177036393308,14.161625562277028,-17.42204899777283
13,9,1,4,4,20.0,11.11111111111111,5.197892316652905,-6.689001622092841,14.161625562277028,-17.42204899777283
14,8,1,4,3,20.0,12.5,5.202508774476726,-6.965171110325405,14.161625562277028,-17.42204899777283
15,10,2,4,4,33.33333333333333,20.0,5.693980357349337,-6.490819527168734,14.161625562277028,-17.42204899777283
16,10,3,4,3,42.857142857142854,30.0,6.4906503752503015,-6.243416079362224,16.826338199513383,-17.42204899777283
17,10,3,4,3,42.857142857142854,30.0,6.4906503752503015,-6.243416079362224,16.826338199513383,-17.42204899777283
18,10,3,4,3,42.857142857142854,30.0,6.4906503752503015,-6.243416079362224,16.826338199513383,-17.42204899777283
19,11,3,4,4,42.857142857142854,27.27272727272727,6.1098200232386555,-6.0461731340781135,16.826338199513383,-17.42204899777283
20,11,3,4,4,42.857142857142854,27.27272727272727,6.1098200232386555,-6.0461731340781135,16.826338199513383,-17.42204899777283
