MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,13,1,4,8,20.0,7.6923076923076925,4.565597332705243,-4.208637810643426,11.650485436893204,-11.423550087873462
11,14,2,4,8,33.33333333333333,14.285714285714285,5.013625296570273,-3.995810129835296,11.650485436893204,-11.423550087873462
12,14,1,3,10,25.0,7.142857142857142,4.588785533216915,-3.5388649534013337,11.650485436893204,-11.423550087873462
13,13,1,3,9,25.0,7.6923076923076925,4.612578575577235,-3.8379580250603547,11.650485436893204,-11.423550087873462
14,14,1,3,10,25.0,7.142857142857142,4.949393245311401,-3.6641190688355962,11.650485436893204,-11.423550087873462
15,14,1,3,10,25.0,7.142857142857142,4.949393245311401,-3.6641190688355962,11.650485436893204,-11.423550087873462
16,13,1,3,9,25.0,7.6923076923076925,4.934838328258068,-3.8159488968278907,11.650485436893204,-11.423550087873462
17,12,1,2,9,33.33333333333333,8.333333333333332,5.092787552812221,-3.2248271060372797,11.650485436893204,-8.20388349514563
18,12,1,3,8,25.0,8.333333333333332,4.476556904217344,-4.059771893533924,11.650485436893204,-11.423550087873462
19,12,1,3,8,25.0,8.333333333333332,4.934169428258113,-3.898324266825415,11.650485436893204,-11.423550087873462
20,12,1,4,7,20.0,8.333333333333332,4.670197824992706,-4.510082042708589,11.650485436893204,-11.423550087873462
