MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,12,4,3,5,57.14285714285714,33.33333333333333,8.65674020175338,-3.7204388016700616,19.59171237050579,-11.578667825499144
11,11,3,3,5,50.0,27.27272727272727,7.816549976019605,-4.164780072285274,19.59171237050579,-11.578667825499144
12,11,2,4,5,33.33333333333333,18.181818181818183,6.934544205933192,-4.636158811348321,19.59171237050579,-12.46646477323366
13,8,1,2,5,33.33333333333333,12.5,6.320974304170253,-3.777934559382869,16.219303255282696,-11.578667825499144
14,9,2,3,4,40.0,22.22222222222222,6.951165437267962,-4.88743684424471,16.219303255282696,-13.528974018830686
15,9,2,2,5,50.0,22.22222222222222,6.775947804193044,-3.965167821470472,16.219303255282696,-13.528974018830686
16,10,3,2,5,60.0,30.0,6.8144743351053645,-4.1261008737524865,13.380516368598949,-13.528974018830686
17,10,2,3,5,40.0,20.0,11.025212755255591,-4.592479294881042,63.744303458135995,-13.528974018830686
18,10,2,3,5,40.0,20.0,11.025212755255591,-4.592479294881042,63.744303458135995,-13.528974018830686
19,9,2,2,5,50.0,22.22222222222222,12.250236394728436,-3.816236124812365,63.744303458135995,-13.528974018830686
20,9,2,2,5,50.0,22.22222222222222,12.250236394728436,-3.816236124812365,63.744303458135995,-13.528974018830686
