MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,26,9,14,3,39.130434782608695,34.61538461538461,9.742012638947234,-7.716137856889366,52.758620689655174,-23.75
11,26,9,15,2,37.5,34.61538461538461,9.802849683760265,-7.787126658659048,52.758620689655174,-23.75
12,25,9,14,2,39.130434782608695,36.0,9.617308296045389,-7.643950660204155,52.758620689655174,-23.75
13,24,10,12,2,45.45454545454545,41.66666666666667,10.101220768930569,-7.419936281435515,52.758620689655174,-23.75
14,22,9,11,2,45.0,40.909090909090914,10.532065447991117,-7.813873808254291,52.758620689655174,-23.75
15,22,9,11,2,45.0,40.909090909090914,10.628367291175188,-7.610175787287358,52.758620689655174,-23.75
16,20,9,9,2,50.0,45.0,11.616261809683838,-7.579444720685677,52.758620689655174,-23.75
17,21,9,10,2,47.368421052631575,42.857142857142854,10.908121016931503,-7.283546334354446,52.758620689655174,-23.75
18,20,9,9,2,50.0,45.0,11.359441046272703,-7.076487091932381,52.758620689655174,-23.75
19,17,8,7,2,53.333333333333336,47.05882352941176,12.443775146984821,-5.6009695285322065,52.758620689655174,-23.75
20,18,10,6,2,62.5,55.55555555555556,14.661478156616027,-5.712167862762197,52.758620689655174,-23.75
