MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,19,4,6,9,40.0,21.052631578947366,9.28983279579408,-3.9227959578842855,39.92872900050908,-11.831482866402041
11,16,4,6,6,40.0,25.0,10.272537222025582,-4.406615421054038,39.92872900050908,-11.831482866402041
12,16,4,6,6,40.0,25.0,10.417293545012512,-4.269759183268706,39.92872900050908,-11.831482866402041
13,11,3,4,4,42.857142857142854,27.27272727272727,11.758788186597462,-4.523833085835174,39.92872900050908,-11.831482866402041
14,10,2,4,4,33.33333333333333,20.0,8.941794105206302,-5.072698903933612,31.864726886416623,-11.831482866402041
15,10,3,3,4,50.0,30.0,8.568713620593819,-4.744152985276706,31.864726886416623,-11.831482866402041
16,11,3,3,5,50.0,27.27272727272727,8.147649461813995,-4.590246450466297,31.864726886416623,-11.831482866402041
17,11,3,2,6,60.0,27.27272727272727,8.206351709792635,-4.421587019713763,31.864726886416623,-11.831482866402041
18,14,3,3,8,50.0,21.428571428571427,7.375676045510323,-5.583308048336941,31.864726886416623,-23.536003950842403
19,13,2,3,8,40.0,15.384615384615385,6.541854881001124,-5.417349828487174,31.864726886416623,-23.536003950842403
20,12,2,2,8,50.0,16.666666666666664,6.993551510492651,-4.918639884287896,31.864726886416623,-23.536003950842403
