MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,12,1,6,5,14.285714285714285,8.333333333333332,4.680120143432353,-4.062237861374843,31.210060385765377,-8.610804851157662
11,11,1,5,5,16.666666666666664,9.090909090909092,4.828044469474639,-4.139702937492473,31.210060385765377,-8.610804851157662
12,11,0,5,6,0.0,0.0,2.918960731118933,-4.393871236146032,5.749534450651769,-8.48519944135981
13,11,2,5,4,28.57142857142857,18.181818181818183,6.497282333593409,-3.684436449464526,31.210060385765377,-8.48519944135981
14,10,2,4,4,33.33333333333333,20.0,6.8282968880639485,-3.3325819681242663,31.210060385765377,-8.48519944135981
15,12,2,4,6,33.33333333333333,16.666666666666664,5.9538776427434685,-3.162699155798164,31.210060385765377,-8.48519944135981
16,11,2,3,6,40.0,18.181818181818183,6.334711439142608,-2.9742814319937194,31.210060385765377,-8.48519944135981
17,11,2,3,6,40.0,18.181818181818183,5.106753622179264,-3.8338259753273864,19.491964748574393,-8.48519944135981
18,11,2,3,6,40.0,18.181818181818183,5.106753622179264,-3.8338259753273864,19.491964748574393,-8.48519944135981
19,9,1,3,5,25.0,11.11111111111111,3.7457255029349596,-3.5937469606454044,16.427432216905903,-8.48519944135981
20,9,1,3,5,25.0,11.11111111111111,3.7457255029349596,-3.5937469606454044,16.427432216905903,-8.48519944135981
