MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,17,5,3,9,62.5,29.411764705882355,7.191081791907088,-3.041859513312388,19.80327868852459,-9.335279972518034
11,16,3,3,10,50.0,18.75,5.930985671490072,-3.0174351335064524,15.980460572226098,-7.914201183431953
12,16,3,2,11,60.0,18.75,5.89367399158683,-2.9344090117003563,15.980460572226098,-7.914201183431953
13,16,3,3,10,50.0,18.75,5.446238950056819,-3.2875488907587282,15.980460572226098,-8.330553702468311
14,16,4,3,9,57.14285714285714,25.0,6.631933582909615,-3.12585812059648,19.80327868852459,-8.330553702468311
15,14,3,4,7,42.857142857142854,21.428571428571427,5.544885772204133,-4.051211006232282,15.980460572226098,-11.655405405405405
16,15,4,3,8,57.14285714285714,26.666666666666668,6.234175354779983,-3.4059355281816748,15.980460572226098,-8.330553702468311
17,15,3,4,8,42.857142857142854,20.0,5.177740937122705,-3.8925186725431904,14.508928571428573,-8.903771589707437
18,16,4,4,8,50.0,25.0,5.590148701346358,-3.715595798707467,14.508928571428573,-8.903771589707437
19,14,4,3,7,57.14285714285714,28.57142857142857,5.999004409112401,-3.5440007502039323,14.508928571428573,-8.903771589707437
20,15,4,4,7,50.0,26.666666666666668,5.882597141935063,-3.9304019058891346,15.980460572226098,-8.903771589707437
