MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,3,1,2,0,33.33333333333333,33.33333333333333,3.9691616195336095,-8.866066380286943,12.040874931595173,-19.81562132434752
11,4,2,2,0,50.0,50.0,7.109035604484596,-6.557252219772179,16.528657559337557,-19.81562132434752
12,2,2,0,0,100.0,100.0,14.284766245466365,-0.11232245281165093,16.528657559337557,-0.5938351673954151
13,6,3,1,2,75.0,50.0,7.98876801651615,-2.4869307146768707,16.528657559337557,-8.670395743962562
14,5,1,2,2,33.33333333333333,20.0,4.373187186133959,-5.485910786742421,10.762028608582575,-10.923854176923719
15,6,2,2,2,50.0,33.33333333333333,5.64281435948569,-5.137203182013857,11.990950226244344,-10.923854176923719
16,5,2,1,2,66.66666666666666,40.0,6.782902059237986,-4.4305646696241165,11.990950226244344,-10.923854176923719
17,4,1,1,2,50.0,25.0,5.78812042190184,-5.223673977472278,11.990950226244344,-10.923854176923719
18,4,1,1,2,50.0,25.0,5.78812042190184,-5.223673977472278,11.990950226244344,-10.923854176923719
19,3,1,1,1,50.0,33.33333333333333,6.393104490984359,-6.156505103777967,11.990950226244344,-10.923854176923719
20,3,1,1,1,50.0,33.33333333333333,6.393104490984359,-6.156505103777967,11.990950226244344,-10.923854176923719
