MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,15,0,3,12,0.0,0.0,2.254775891963492,-3.3552637185922456,7.773431928642742,-11.320725307516247
11,15,0,3,12,0.0,0.0,2.4929887831845194,-3.206939926187405,8.036646498103506,-11.320725307516247
12,17,0,4,13,0.0,0.0,2.7787146629004114,-3.4054402058201454,8.181861194260534,-11.320725307516247
13,17,0,3,14,0.0,0.0,3.2049200745444133,-3.070237988378579,9.52112676056338,-11.320725307516247
14,16,0,3,13,0.0,0.0,2.7313313914361737,-3.2112916258773128,8.181861194260534,-11.320725307516247
15,17,1,3,13,25.0,5.88235294117647,3.582755549968202,-3.208114393379891,12.720104999921917,-11.320725307516247
16,17,1,3,13,25.0,5.88235294117647,3.8572649488440542,-3.1264999439518837,12.720104999921917,-11.320725307516247
17,16,1,3,12,25.0,6.25,3.955032335563288,-3.274131949621177,12.720104999921917,-11.320725307516247
18,17,0,4,13,0.0,0.0,3.313783185333238,-3.496799274488422,8.181861194260534,-11.320725307516247
19,18,0,4,14,0.0,0.0,3.214719588216486,-3.345047923828158,8.181861194260534,-11.320725307516247
20,18,0,4,14,0.0,0.0,3.214719588216486,-3.345047923828158,8.181861194260534,-11.320725307516247
