MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,14,3,5,6,37.5,21.428571428571427,9.429938099961891,-4.685145151470986,40.16393442622951,-13.031914893617023
11,12,2,5,5,28.57142857142857,16.666666666666664,9.345834144555724,-5.762881425921577,40.16393442622951,-17.229336437718278
12,15,2,7,6,22.22222222222222,13.333333333333334,8.220995588463783,-5.832095272372927,36.008337675872845,-17.229336437718278
13,18,2,8,8,20.0,11.11111111111111,7.952859748057151,-5.548809203934327,36.008337675872845,-17.229336437718278
14,17,2,7,8,22.22222222222222,11.76470588235294,8.085367627583441,-5.094564305506696,36.008337675872845,-17.229336437718278
15,17,3,7,7,30.0,17.647058823529413,9.196821951101137,-4.946917371456938,36.008337675872845,-17.229336437718278
16,18,4,7,7,36.36363636363637,22.22222222222222,9.646966345422904,-4.824410042314069,36.008337675872845,-17.229336437718278
17,18,4,8,6,33.33333333333333,22.22222222222222,9.778609590123473,-5.306891310357971,36.008337675872845,-17.229336437718278
18,15,4,5,6,44.44444444444444,26.666666666666668,10.87556667590264,-5.047999754572962,36.008337675872845,-17.229336437718278
19,16,4,5,7,44.44444444444444,25.0,10.31138997714612,-4.995104811928958,36.008337675872845,-17.229336437718278
20,16,3,6,7,33.33333333333333,18.75,9.481720941147978,-5.277968945510891,36.008337675872845,-17.229336437718278
