MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,18,6,7,5,46.15384615384615,33.33333333333333,10.426846893664024,-4.45337240022136,57.692307692307686,-11.485870556061988
11,15,5,6,4,45.45454545454545,33.33333333333333,11.371784094858736,-4.278117307727194,57.692307692307686,-8.467153284671532
12,15,4,7,4,36.36363636363637,26.666666666666668,10.659855482982845,-4.618083071628287,57.692307692307686,-8.467153284671532
13,15,4,7,4,36.36363636363637,26.666666666666668,10.659855482982845,-4.618083071628287,57.692307692307686,-8.467153284671532
14,13,4,6,3,40.0,30.76923076923077,11.730543035273463,-4.508962896159742,57.692307692307686,-8.467153284671532
15,14,4,7,3,36.36363636363637,28.57142857142857,11.402851185815154,-4.9076586141373175,57.692307692307686,-10.090702947845804
16,11,2,7,2,22.22222222222222,18.181818181818183,11.881066372720893,-5.583523570418766,57.692307692307686,-10.090702947845804
17,11,2,8,1,20.0,18.181818181818183,11.849733267471523,-6.429709378079145,57.692307692307686,-11.811023622047244
18,12,2,9,1,18.181818181818183,16.666666666666664,11.448474831401567,-6.552269671608625,57.692307692307686,-11.811023622047244
19,13,2,10,1,16.666666666666664,15.384615384615385,10.924592848199428,-6.84010413125864,57.692307692307686,-11.811023622047244
20,13,2,10,1,16.666666666666664,15.384615384615385,10.924592848199428,-6.84010413125864,57.692307692307686,-11.811023622047244
