MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,5,2,3,0,40.0,40.0,6.91938898243689,-9.303578973633401,24.0,-19.665271966527197
11,3,1,2,0,33.33333333333333,33.33333333333333,6.719049934535473,-11.023464094325313,24.0,-19.665271966527197
12,2,0,2,0,0.0,0.0,-1.9214250981967895,-13.903617194119548,3.549060542797495,-19.665271966527197
13,3,1,2,0,33.33333333333333,33.33333333333333,8.623811839297378,-11.309894455943644,29.714285714285715,-19.665271966527197
14,4,1,3,0,25.0,25.0,7.578969990584144,-9.877482570352795,29.714285714285715,-19.665271966527197
15,2,1,1,0,50.0,50.0,11.16118748754732,-12.893860473059517,29.714285714285715,-19.665271966527197
16,2,1,1,0,50.0,50.0,11.16118748754732,-12.893860473059517,29.714285714285715,-19.665271966527197
17,2,1,1,0,50.0,50.0,11.16118748754732,-12.893860473059517,29.714285714285715,-19.665271966527197
18,3,1,2,0,33.33333333333333,33.33333333333333,6.927971145544366,-15.390778776911473,29.714285714285715,-20.384615384615383
19,3,1,2,0,33.33333333333333,33.33333333333333,6.927971145544366,-15.390778776911473,29.714285714285715,-20.384615384615383
20,4,1,2,1,33.33333333333333,25.0,7.365603605706598,-12.627896705957767,29.714285714285715,-20.384615384615383
