MA기간,돌파횟수,상승(10%↑),하락(5%↓),무승부,승률(%),목표달성률(%),평균최대수익률(%),평균최대손실률(%),최고수익률(%),최대손실률(%)
10,20,8,6,6,57.14285714285714,40.0,10.538463176330737,-5.950616432268914,30.963665086887836,-22.98624754420432
11,19,8,7,4,53.333333333333336,42.10526315789473,11.168152253623248,-5.8048082397640925,30.963665086887836,-22.98624754420432
12,21,8,8,5,50.0,38.095238095238095,10.777670099363437,-5.861685848758685,30.963665086887836,-22.98624754420432
13,21,7,8,6,46.666666666666664,33.33333333333333,10.355514873915514,-5.838455034912708,30.963665086887836,-22.98624754420432
14,17,7,6,4,53.84615384615385,41.17647058823529,12.049925451214834,-5.056218154774998,30.963665086887836,-13.507853403141363
15,20,7,9,4,43.75,35.0,10.040612450799038,-7.58125450072472,30.963665086887836,-25.889679715302492
16,21,7,10,4,41.17647058823529,33.33333333333333,9.400153402449675,-7.459480269951794,30.963665086887836,-25.889679715302492
17,22,7,10,5,41.17647058823529,31.818181818181817,9.369392077580105,-7.11074180507004,30.963665086887836,-25.889679715302492
18,20,8,9,3,47.05882352941176,40.0,10.054903889487317,-6.522137965334254,30.963665086887836,-22.98624754420432
19,19,8,8,3,50.0,42.10526315789473,10.393493868359542,-6.176091325308507,30.963665086887836,-22.98624754420432
20,20,8,9,3,47.05882352941176,40.0,9.945418220287626,-6.430532582432103,30.963665086887836,-22.98624754420432
