Symbol,Category,Name,Price,RiseFall,Change,ChangeRate,NAV,EarningRate,Volume,Amount,MarCap
464240,6,KIWOOM 26-09회사채(AA-이상)액티브,52485,2,5,0.01,52507.0,0.6609,307,16,1748
354500,1,ACE 코스닥150,18585,5,-275,-1.46,18564.0,-10.9473,624842,11677,1747
0082V0,7,KODEX TDF2060액티브 적격,12450,2,25,0.2,12383.0,12.383,338196,4218,1731
0177X0,2,ACE K휴머노이드로봇산업TOP2+,15930,2,1430,9.86,15815.0,,2696347,42905,1728
0176E0,4,RISE 미국AI전력인프라액티브,13090,2,125,0.96,13007.0,,111132,1458,1715
139220,2,TIGER 200 건설,9020,5,-260,-2.8,9000.0,17.2421,1653839,14983,1708
495330,1,1Q 코리아밸류업,40525,2,1560,4.0,40475.0,42.0401,137943,5547,1702
465610,4,ACE 미국빅테크TOP7 Plus레버리지(합성),52895,2,915,1.76,52528.0,50.6885,32708,1742,1693
325020,2,KODEX 배당가치,33840,2,1180,3.61,33821.0,14.6777,98624,3337,1692
480030,4,ACE 미국500데일리타겟커버드콜(합성),11660,2,75,0.65,11622.0,15.3715,160219,1874,1679
0092B0,2,SOL 한국원자력SMR,18970,5,-335,-1.74,18957.0,1.5469,451537,8646,1679
0192Z0,6,TIGER 중기종합채권(A-이상)액티브,100065,5,-85,-0.08,100067.0,,2039,204,1656
304660,6,KODEX 미국30년국채울트라선물(H),7440,5,-20,-0.27,7491.0,-4.9682,157832,1175,1652
0094M0,2,RISE 코리아밸류업위클리고정커버드콜,23260,2,700,3.1,23086.0,33.8818,449036,10375,1640
433980,7,KODEX TDF2040액티브 적격,16850,3,0,0.0,16848.0,9.5151,162693,2757,1626
483290,4,KODEX 미국배당다우존스타겟커버드콜,10755,5,-95,-0.88,10798.0,7.1615,258584,2801,1624
429000,4,TIGER 미국S&P500배당귀족,13630,5,-90,-0.66,13637.0,0.2247,136849,1874,1608
192090,4,TIGER 차이나CSI300,14205,5,-195,-1.35,14252.0,11.9315,120543,1729,1598
455860,2,SOL 2차전지소부장Fn,6480,5,-200,-2.99,6477.0,-6.5173,1155533,7593,1578
328370,1,PLUS 코스피TR,49160,2,1745,3.68,49430.0,35.2781,14176,701,1573
411420,4,KODEX 미국나스닥AI테크액티브,31065,2,95,0.31,30856.0,39.3418,50542,1576,1553
219480,4,KODEX 미국S&P500선물(H),32920,2,115,0.35,32933.0,9.4229,30444,1001,1547
454320,2,HANARO CAPEX설비투자iSelect,53310,2,1505,2.91,53220.0,13.5375,30600,1646,1546
0168K0,2,TIGER 기술이전바이오액티브,8315,5,-220,-2.58,8306.0,,1866751,15611,1532
136340,6,RISE 중기우량회사채,104190,5,-10,-0.01,104107.0,-0.9626,1619,168,1528
451530,6,TIGER 국고채30년스트립액티브,40395,5,-1310,-3.14,40576.0,-15.3971,136626,5602,1514
332940,1,HANARO MSCI Korea TR,63005,2,2855,4.75,62663.0,46.3325,4889,306,1512
448100,1,WON 200,145770,2,6720,4.83,145032.0,43.5417,27284,3946,1494
372330,4,KODEX 차이나항셍테크,8135,2,50,0.62,8212.0,-0.1827,252230,2058,1493
182480,7,TIGER 미국MSCI리츠(합성 H),13490,5,-190,-1.39,13656.0,1.8857,28771,388,1477
0035T0,7,PLUS 글로벌휴머노이드로봇액티브,26940,2,420,1.58,26830.0,17.405,161293,4390,1468
0127M0,4,ACE 미국대형가치주액티브,12555,2,5,0.04,12586.0,14.2293,201133,2534,1456
0182S0,7,1Q K반도체TOP2채권혼합50,14185,2,460,3.35,14175.0,,1190785,16744,1454
494330,2,ACE 라이프자산주주가치액티브,33530,2,780,2.38,33704.0,40.4907,41884,1409,1442
394660,4,TIGER 글로벌자율주행&전기차SOLACTIVE,20800,5,-165,-0.79,20990.0,33.1956,35071,735,1439
0183V0,7,KIWOOM 삼성전자&SK하이닉스채권혼합50,13670,2,445,3.36,13676.0,,1401458,18960,1422
306950,3,KODEX KRX300레버리지,157445,2,12945,8.96,158322.0,75.2364,7937,1243,1417
245340,4,TIGER 미국다우존스30,37270,2,205,0.55,37334.0,7.958,20183,757,1416
266370,2,KODEX IT,93930,2,1660,1.8,93718.0,87.4876,160896,15029,1409
464930,4,TIGER 글로벌혁신블루칩TOP10,22775,5,-20,-0.09,22645.0,21.9636,18331,419,1401
0181L0,4,SOL 미국우주항공TOP10,13565,5,-625,-4.4,13858.0,,1187717,16185,1397
0099L0,6,ACE 우량회사채(AA-이상)액티브,98790,5,-35,-0.04,98856.0,-0.6035,120,11,1389
490600,4,RISE 미국배당100데일리고정커버드콜,9570,5,-90,-0.93,9571.0,9.6225,415225,3993,1388
464310,4,TIGER 글로벌AI&로보틱스 INDXX,17300,2,130,0.76,17243.0,7.5477,112548,1956,1384
496090,1,KIWOOM 코리아밸류업,40705,2,1535,3.92,40585.0,42.5623,20132,816,1384
326240,2,RISE IT플러스,59335,2,1915,3.34,59119.0,54.0598,367806,21737,1365
114820,6,TIGER 국채3년,104325,5,-90,-0.09,104287.0,-0.9816,20263,2113,1324
359210,1,KODEX 코스피TR,45545,2,1825,4.17,45557.0,35.1677,253692,11556,1321
0041E0,4,KODEX 미국S&P500액티브,18445,2,85,0.46,18410.0,29.3557,323920,6007,1310
319640,4,TIGER 골드선물(H),26890,5,-25,-0.09,26844.0,-13.8169,47112,1271,1304
476850,1,KoAct 배당성장액티브,26575,2,1005,3.93,26474.0,31.1879,248172,6578,1302
0036R0,4,RISE 미국휴머노이드로봇,22390,5,-295,-1.3,22272.0,35.757,129091,2897,1299
401170,2,RISE 메타버스,15095,5,-145,-0.95,15201.0,72.9554,1173760,18243,1298
157490,2,TIGER 소프트웨어,11550,2,900,8.45,11547.0,2.4601,5274655,60791,1296
204480,4,TIGER 차이나CSI300레버리지(합성),33210,5,-680,-2.01,33797.0,20.007,11661,396,1289
0007N0,1,아이엠에셋 200,142475,2,6450,4.74,141385.0,44.2495,779,109,1282
168580,4,ACE 중국본토CSI300,38680,5,-720,-1.83,39058.0,10.2869,13363,523,1276
309230,4,ACE 미국WideMoat동일가중,31470,2,225,0.72,31683.0,0.7838,35295,1116,1271
399110,4,SOL 미국S&P500ESG,22220,2,80,0.36,22143.0,13.5528,37021,821,1267
475050,2,ACE KPOP포커스,8145,5,-105,-1.27,8160.0,-32.4268,1287317,10537,1250
447620,7,SOL 미국TOP5채권혼합50,16390,5,-10,-0.06,16415.0,12.8304,103524,1699,1246
0104H0,7,KoAct 미국나스닥채권혼합50액티브,13325,2,25,0.19,13253.0,21.0191,479461,6399,1226
0000Y0,6,HK 26-12 회사채(AA-이상)액티브,101175,2,40,0.04,101164.0,0.6018,2,0,1224
0138Y0,7,PLUS 금채권혼합,10340,3,0,0.0,10380.0,-4.9196,419198,4346,1215
0131W0,6,1Q 단기특수은행채액티브,101405,2,15,0.01,101411.0,0.6252,1121,113,1215
304940,4,KODEX 미국나스닥100선물(H),33710,2,225,0.67,33576.0,20.3414,17356,585,1214
490480,2,SOL K방산,36145,5,-430,-1.18,36111.0,2.4472,133399,4918,1211
0132K0,7,PLUS 테슬라위클리커버드콜채권혼합,9075,5,-35,-0.38,9115.0,2.5889,410927,3743,1198
152500,3,ACE 레버리지,91500,2,8155,9.78,91790.0,85.5822,82452,7324,1190
476030,4,SOL 미국나스닥100,19210,2,110,0.58,19126.0,27.0611,223815,4312,1181
0142D0,4,TIGER 미국AI데이터센터TOP4Plus,14545,2,445,3.16,14189.0,54.0983,504915,7370,1178
488500,4,TIGER 미국S&P500동일가중,13280,2,105,0.8,13236.0,6.7178,120558,1601,1175
261270,7,KODEX 미국달러선물인버스,7430,2,10,0.13,7442.0,-4.7497,181067,1337,1167
469170,2,ACE 포스코그룹포커스,7620,2,45,0.59,7590.0,-3.186,1046449,7958,1162
498180,6,파워 종합채권(AA-이상)액티브,94160,5,-210,-0.22,93997.0,-2.6612,44,4,1154
108450,2,ACE 삼성그룹섹터가중,49900,2,1260,2.59,49734.0,43.4502,27863,1385,1148
0066W0,5,SOL 국제금,14390,5,-10,-0.07,14491.0,-9.1196,136578,1979,1122
486240,2,DAISHIN343 AI반도체&인프라액티브,35045,2,640,1.86,35263.0,47.845,9902,346,1121
491230,6,PLUS 국공채머니마켓액티브,52105,2,15,0.03,52098.0,0.6667,2188,113,1120
0191W0,6,HANARO 중기종합채권(A-이상)액티브,100165,3,0,0.0,100070.0,,0,0,1117
495040,1,PLUS 코리아밸류업,40365,2,1575,4.06,40284.0,41.3021,5627,225,1110
495710,6,BNK 26-06 특수채(AAA이상)액티브,51720,2,35,0.07,51710.0,0.5838,1,0,1089
298770,4,KODEX 한국대만IT프리미어,98310,2,3205,3.37,98198.0,57.8929,177867,17358,1081
211900,2,KODEX 코리아배당성장,32270,2,945,3.02,32236.0,0.8047,113294,3662,1081
0194M0,2,ACE 삼성전자단일종목레버리지,27065,2,4530,20.1,27585.0,,2367865,61032,1076
0135Y0,6,IBK 중기종합채권(AA-이상)액티브,99725,5,-175,-0.18,99759.0,-0.7156,751,74,1074
195980,4,PLUS 신흥국MSCI(합성 H),15705,2,225,1.45,15971.0,8.1383,69936,1085,1068
292190,1,KODEX KRX300,62635,2,3005,5.04,62322.0,39.4706,11528,720,1065
468380,6,KODEX iShares미국하이일드액티브,12000,3,0,0.0,12006.0,5.251,152837,1842,1064
253250,3,KIWOOM 200선물레버리지,203235,2,17390,9.36,205203.0,86.0403,9789,1881,1057
308620,6,KODEX 미국10년국채선물,12645,5,-30,-0.24,12656.0,2.0531,76466,971,1050
337140,2,KODEX 코스피대형주,47415,2,2270,5.03,47143.0,39.758,73596,3464,1043
0091M0,6,HANARO 27-06 회사채(AA-이상)액티브,10085,5,-5,-0.05,10091.0,0.2982,256,2,1041
0184L0,6,PLUS 중기종합채권(A-이상)액티브,99780,5,-70,-0.07,99800.0,,61,6,1038
253150,3,PLUS 200선물레버리지,414995,2,37515,9.94,418110.0,85.2105,1114,437,1037
278240,3,RISE 코스닥150선물레버리지,15850,5,-495,-3.03,15727.0,-29.1351,74292,1185,1033
479620,4,SOL 미국AI반도체칩메이커,30380,2,270,0.9,29987.0,96.1284,177516,5407,1033
114100,6,RISE 국고채3년,106745,5,-120,-0.11,106727.0,-1.031,31127,3324,1031
381560,2,HANARO Fn전기&수소차,25090,5,-55,-0.22,25005.0,64.1404,70726,1793,1029
364960,2,TIGER BBIG,7840,2,100,1.29,7818.0,-1.9099,208564,1638,1027
463680,4,KODEX 미국S&P500테크놀로지,25020,2,665,2.73,24807.0,39.6205,123581,3104,1026
0111J0,2,HANARO 증권고배당TOP3플러스,17315,2,470,2.79,17275.0,-11.3365,316897,5475,1022
438570,6,SOL 국고채10년,98365,5,-670,-0.68,98466.0,-3.7888,727,71,1020
485690,4,RISE 미국AI밸류체인TOP3Plus,25500,2,465,1.86,25203.0,49.8204,132354,3392,1020
465780,6,마이티 26-09 특수채(AAA)액티브,105655,3,0,0.0,105679.0,0.6286,0,0,1017
412770,4,TIGER 글로벌AI플랫폼액티브,16285,2,460,2.91,16015.0,40.9171,464993,7649,1015
143850,4,TIGER 미국S&P500선물(H),77265,2,305,0.4,77295.0,9.0934,5030,388,1004
0115E0,2,KODEX 코리아소버린AI,18750,2,1580,9.2,18691.0,19.3768,701891,12954,1003
0102A0,4,TIGER 미국AI소프트웨어TOP4Plus,10115,2,710,7.55,9863.0,18.4508,1198419,12201,1001
0190Y0,4,TIGER 구글밸류체인,10760,2,255,2.43,10708.0,,767747,8262,1001
434960,1,DAISHIN343 K200,142735,2,6190,4.53,141915.0,44.5178,690,97,999
449770,4,KIWOOM 미국S&P500,22695,2,40,0.18,22673.0,15.2721,22132,504,999
269540,4,PLUS 미국S&P500(H),30245,2,140,0.47,30171.0,10.7094,26334,796,998
0174B0,7,KoAct 글로벌AI메모리반도체액티브,17765,2,540,3.13,17526.0,,731340,12985,995
487130,2,KoAct AI인프라액티브,38190,2,55,0.14,38211.0,62.2765,106016,4078,993
0085P0,6,ACE 미국10년국채액티브,10840,5,-25,-0.23,10864.0,2.4863,307627,3350,976
0166S0,2,PLUS K제조업핵심기업액티브,15490,2,460,3.06,15456.0,,252604,3903,953
0132H0,4,KODEX 미국원자력SMR,11045,5,-5,-0.05,11096.0,0.5889,1726909,19247,944
453330,4,RISE 미국S&P500(H),18020,2,65,0.36,17967.0,10.1126,82728,1488,937
473440,6,ACE 11월만기자동연장회사채AA-이상액티브,10760,2,5,0.05,10767.0,0.7022,4170,44,936
0018C0,2,PLUS 고배당주위클리고정커버드콜,11655,5,-55,-0.47,11656.0,-15.1193,182378,2149,932
441540,2,HANARO Fn조선해운,32655,5,-320,-0.97,32632.0,-1.7144,68603,2266,931
211560,2,TIGER 배당성장,40150,2,1035,2.65,40223.0,0.7228,35135,1423,927
492500,7,1Q 현대차그룹채권(A+이상)&국고통안,51015,5,-55,-0.11,51021.0,-0.1955,4582,233,927
495750,1,HANARO 코리아밸류업,40315,2,1360,3.49,40457.0,42.03,6740,273,927
481430,6,RISE 국고채10년액티브,98450,5,-490,-0.5,98421.0,-3.7221,4532,446,926
0000Z0,2,RISE 바이오TOP10액티브,12690,5,-420,-3.2,12690.0,-27.8482,415145,5316,926
491700,1,HK 200,142230,2,6825,5.04,141669.0,43.5581,23425,3328,924
365040,1,TIGER AI코리아그로스액티브,45815,2,2150,4.92,45548.0,37.4179,23596,1073,916
203780,4,TIGER 미국나스닥바이오,32915,2,190,0.58,32751.0,5.242,38539,1270,915
465330,2,RISE 2차전지TOP10,14710,5,-440,-2.9,14727.0,5.3831,466109,6936,912
0113D0,4,TIME 글로벌탑픽액티브,12920,2,30,0.23,12870.0,12.0382,109510,1421,911
329660,7,KODEX TRF5050,18580,2,35,0.19,18623.0,5.4802,75668,1406,910
329670,7,KODEX TRF7030,23250,2,80,0.35,23287.0,7.8576,54475,1268,907
0098N0,2,PLUS 자사주매입고배당주,12850,2,145,1.14,12820.0,-8.3143,157139,2022,906
277640,2,TIGER 코스피대형주,48960,2,2400,5.15,48709.0,39.3453,110642,5360,906
272910,6,ACE 중장기국공채액티브,105560,5,-60,-0.06,105450.0,-1.3681,49,5,896
460960,7,ACE 글로벌인컴TOP10,12100,2,35,0.29,12085.0,5.9552,57076,693,895
0052T0,6,1Q 중단기회사채(A-이상)액티브,50310,5,-10,-0.02,50333.0,0.1094,1,0,895
0118Z0,4,ACE 미국AI테크핵심산업액티브,10775,2,150,1.41,10659.0,29.8106,214633,2317,884
433970,7,KODEX TDF2030액티브 적격,14660,2,45,0.31,14605.0,6.4409,78863,1157,880
0049M0,4,ACE 미국배당퀄리티+커버드콜액티브,12185,5,-55,-0.45,12207.0,9.778,63643,778,877
228810,2,TIGER 미디어컨텐츠,3680,5,-70,-1.87,3703.0,-35.2789,530618,1968,877
479730,4,TIGER 인도빌리언컨슈머,10195,5,-125,-1.21,10283.0,-4.4829,39478,405,867
0017Y0,6,1Q 종합채권(AA-이상)액티브,94775,5,-205,-0.22,94626.0,-2.8239,902,85,855
440910,4,WON 미국우주항공방산,29300,2,220,0.76,29390.0,6.8724,68964,2015,850
491220,1,PLUS 200TR,168145,2,8140,5.09,167189.0,43.7988,4539,761,841
461460,6,PLUS 국고채10년액티브,51510,5,-280,-0.54,51508.0,-3.8969,13858,717,835
210780,2,TIGER 코스피고배당,24405,2,230,0.95,24431.0,-8.2163,61706,1509,835
0022T0,4,SOL 국제금커버드콜액티브,14855,5,-35,-0.24,14977.0,-8.7313,102960,1541,832
266420,2,KODEX 헬스케어,19625,5,-235,-1.18,19620.0,-21.6569,62931,1231,824
475300,2,SOL 반도체전공정,21910,5,-945,-4.13,21868.0,23.0661,676032,14865,822
475310,2,SOL 반도체후공정,33410,2,110,0.33,33498.0,10.6469,263532,8811,819
401470,2,KODEX 메타버스액티브,11665,2,185,1.61,11727.0,21.5366,184015,2159,817
453080,4,KIWOOM 미국나스닥100(H),23905,2,210,0.89,23780.0,20.7879,57995,1384,813
0089C0,4,KODEX 미국S&P500변동성확대시커버드콜,12285,5,-5,-0.04,12335.0,15.8226,9239,114,805
444490,4,WON 미국S&P500,21765,2,50,0.23,21689.0,15.8133,62215,1356,794
0098Z0,1,FOCUS 200,120825,2,6010,5.23,120291.0,43.0097,128,15,785
458030,6,WON 국공채머니마켓액티브,54665,2,10,0.02,54659.0,0.7186,747,40,784
0162L0,4,KODEX 차이나AI반도체TOP10,15800,5,-735,-4.45,15715.0,62.5743,1924437,31309,782
0118S0,4,SOL 미국넥스트테크TOP10액티브,15945,5,-45,-0.28,15842.0,64.4922,249097,3996,781
473640,4,HANARO 글로벌금채굴기업,34535,2,545,1.6,34951.0,-20.0894,42932,1489,777
0040S0,4,HANARO 글로벌피지컬AI액티브,30460,2,85,0.28,30018.0,63.7466,103027,3161,777
228800,2,TIGER 여행레저,2940,5,-70,-2.33,2958.0,-16.5651,568748,1682,774
476750,6,ACE 미국30년국채엔화노출액티브(H),8415,5,-45,-0.53,8434.0,-2.5126,99091,837,774
0181B0,4,HANARO 미국AI메모리반도체TOP4+,11570,2,190,1.67,11357.0,,1198505,13904,769
480310,4,TIGER 글로벌온디바이스AI,25000,2,450,1.83,24674.0,82.6813,173820,4355,763
261070,2,TIGER 코스닥150바이오테크,16375,5,-375,-2.24,16375.0,-22.4862,342312,5607,750
475280,6,ACE 8월만기자동연장회사채AA-이상액티브,10645,3,0,0.0,10654.0,0.7095,792,8,743
298340,6,PLUS 국채선물3년,55875,5,-60,-0.11,55894.0,-0.9738,45768,2559,738
469060,4,RISE 미국반도체NYSE,41505,3,0,0.0,41080.0,69.4126,32104,1337,726
445150,2,KODEX 친환경조선해운액티브,35175,5,-295,-0.83,35179.0,-2.1773,34043,1209,721
0000D0,7,TIGER 엔비디아미국채커버드콜밸런스(합성),10210,2,30,0.29,10189.0,6.7457,105323,1078,720
0197W0,2,SOL SK하이닉스단일종목레버리지,26445,2,1115,4.4,26099.0,,1066646,27801,714
0141S0,2,SOL 조선기자재,10930,5,-15,-0.14,10893.0,-4.2645,395160,4339,694
0057H0,7,PLUS 미국S&P500미국채혼합50액티브,12595,2,20,0.16,12596.0,10.437,75969,960,693
275980,4,TIGER 글로벌4차산업혁신기술(합성 H),24645,2,245,1.0,24994.0,14.7425,10605,260,690
0041D0,4,KODEX 미국AI소프트웨어TOP10,15000,2,865,6.12,14746.0,19.6343,388985,5884,690
495940,4,RISE 미국AI테크액티브,24180,2,450,1.9,23845.0,57.5697,89560,2176,689
461500,6,HANARO 종합채권(AA-이상)액티브,105895,5,-200,-0.19,105701.0,-2.4639,406,43,688
440640,6,ACE 단기채권알파액티브,111755,2,20,0.02,111758.0,0.712,5168,577,685
0172V0,5,1Q 은액티브,10715,3,0,0.0,10683.0,,445110,4762,680
0197X0,2,SOL SK하이닉스선물단일종목인버스2X,14365,5,-485,-3.27,14846.0,,18041201,265010,679
486830,6,HANARO 머니마켓액티브,52870,2,15,0.03,52866.0,0.7529,3855,203,676
0021E0,7,ACE TDF2050액티브 적격,13220,2,25,0.19,13221.0,3.3281,75938,1010,674
475350,4,RISE 버크셔포트폴리오TOP10,14930,5,-65,-0.43,14984.0,5.7848,73767,1105,672
0008T0,2,SOL 화장품TOP3플러스,14440,2,260,1.83,14449.0,-1.6694,484262,6989,664
400970,2,TIGER Fn메타버스,10895,2,285,2.69,10936.0,23.2158,556815,6285,654
456680,4,TIGER 차이나전기차레버리지(합성),10990,5,-135,-1.21,11003.0,18.6034,7291,82,652
419890,6,KIWOOM 단기채권ESG액티브,106775,5,-50,-0.05,106784.0,0.1453,5644,602,651
138530,2,TIGER LG그룹플러스,18805,2,1805,10.62,17852.0,56.322,18119217,343441,651
458750,4,TIGER 미국배당다우존스타겟커버드콜1호,13530,5,-55,-0.4,13531.0,8.8553,53578,728,649
455660,6,ACE 미국하이일드액티브(H),9540,5,-15,-0.16,9561.0,-0.1962,72617,693,649
0080X0,7,SOL 미국S&P500미국채혼합50,12000,2,10,0.08,11992.0,8.788,114331,1379,648
275300,2,KODEX 우량주,38095,2,1445,3.94,37949.0,49.6576,36723,1390,648
428510,4,KODEX 차이나AI테크액티브,30075,5,-1415,-4.49,30223.0,52.7796,60712,1881,647
385590,2,ACE ESG액티브,29155,2,1230,4.4,29050.0,39.8,19371,566,641
0100K0,2,KODEX 방산TOP10레버리지,11695,5,-205,-1.72,11692.0,-17.9876,497789,6041,632
261240,7,KODEX 미국달러선물,15410,5,-50,-0.32,15421.0,5.565,45185,700,630
433880,7,PLUS TDF2060액티브 적격,20230,5,-5,-0.02,20217.0,15.6126,75777,1543,627
140950,1,파워 코스피100,111560,2,4970,4.66,111171.0,46.1029,5715,635,625
0020H0,4,KoAct 글로벌양자컴퓨팅액티브,31170,5,-290,-0.92,31154.0,62.5839,109757,3441,623
0123S0,2,HANARO 26-12 은행채(AA+이상)액티브,10120,3,0,0.0,10119.0,0.5464,1016,10,622
448570,1,FOCUS AI코리아액티브,37680,2,2095,5.89,37301.0,23.1655,14161,532,622
0194T0,2,ACE SK하이닉스단일종목레버리지,26645,2,1145,4.49,26111.0,,1548922,40522,619
0068M0,4,KODEX 미국S&P500버퍼6월액티브,12330,2,35,0.28,12646.0,7.333,979,12,617
455960,6,RISE 미국달러SOFR금리액티브(합성),13005,5,-35,-0.27,13062.0,5.7583,714,9,607
473590,4,ACE 미국주식베스트셀러,25145,2,95,0.38,25085.0,31.8074,61763,1559,603
278620,6,PLUS 단기채권액티브,118130,2,15,0.01,118139.0,0.2503,837,98,602
438560,6,SOL 국고채3년,99580,5,-140,-0.14,99603.0,-0.988,804,80,602
488720,7,WON 종합채권(AA-이상)액티브,49010,5,-145,-0.29,48913.0,-2.4219,888,43,598
453640,4,KODEX 미국S&P500헬스케어,13585,5,-95,-0.69,13605.0,0.9083,46011,627,598
375770,2,KODEX 탄소효율그린뉴딜,31400,2,1445,4.82,31342.0,35.0333,2383,74,597
0137V0,4,KIWOOM 미국S&P500모멘텀,12825,2,90,0.71,12685.0,32.7607,188033,2413,596
475070,4,KoAct 글로벌친환경전력인프라액티브,41115,5,-420,-1.01,41616.0,34.6571,24569,1017,596
336160,6,RISE 금융채액티브,100360,5,-60,-0.06,100335.0,-0.8291,155,15,596
150460,2,TIGER 중국소비테마,7300,5,-65,-0.88,7331.0,-7.732,78100,571,596
461340,4,HANARO 글로벌생성형AI액티브,49580,2,485,0.99,49062.0,61.717,16792,837,595
256750,4,KODEX 차이나심천ChiNext(합성),19470,5,-390,-1.96,19457.0,29.8039,30356,602,595
494840,4,TIGER 미국방산TOP10,13695,5,-125,-0.9,13826.0,-6.3077,97395,1340,589
140700,2,KODEX 보험,18975,2,550,2.99,19024.0,14.3053,279946,5343,588
0192L0,2,RISE SK하이닉스단일종목레버리지,26750,2,1020,3.96,26159.0,,2069801,54565,582
453950,4,TIGER TSMC파운드리밸류체인,36305,2,535,1.5,35634.0,25.8187,18296,668,581
261220,5,KODEX WTI원유선물(H),24440,2,735,3.1,24479.0,54.5306,255862,6229,580
0139P0,2,ACE 고배당주,13930,2,145,1.05,13910.0,-8.31,285671,3973,578
225040,4,TIGER 미국S&P500레버리지(합성 H),67220,2,475,0.71,66902.0,19.0068,10951,735,578
0086B0,2,TIGER 리츠부동산인프라TOP10액티브,9630,5,-290,-2.92,9643.0,-7.7955,114816,1107,578
114470,6,KIWOOM 국고채3년,108035,5,-110,-0.1,108013.0,-1.0056,12162,1313,573
0046Y0,4,ACE 미국배당퀄리티,13515,2,95,0.71,13454.0,9.9888,28693,389,561
0067V0,4,TIGER 차이나글로벌리더스TOP3+,11385,5,-175,-1.51,11690.0,5.4744,11237,129,558
360140,2,KODEX 200롱코스닥150숏선물,23170,2,1085,4.91,23481.0,58.9992,97097,2221,556
365000,2,TIGER 인터넷TOP10,5205,2,225,4.52,5187.0,-8.3259,2760704,14513,552
305050,1,ACE 코스피,91460,2,3790,4.32,91201.0,35.5603,11992,1092,549
415920,5,PLUS 글로벌희토류&전략자원생산기업,10065,5,-135,-1.32,10215.0,4.7611,157347,1593,549
101280,4,KODEX 일본TOPIX100,31490,5,-150,-0.47,31520.0,4.9945,210079,6622,548
276990,4,KODEX 글로벌로봇(합성),30810,2,160,0.52,30684.0,17.6357,25007,772,545
0007G0,4,PLUS 글로벌원자력밸류체인,16430,2,50,0.31,16453.0,-2.123,19462,321,542
100910,1,KIWOOM KRX100,22440,2,1165,5.48,22277.0,43.5718,19063,424,539
0189B0,5,TIGER 은액티브,10250,5,-55,-0.53,10272.0,,268974,2766,538
469790,2,KIWOOM 코리아테크TOP10,58995,2,2910,5.19,58757.0,77.7976,73415,4324,531
0113P0,6,HK 머니마켓액티브,101655,2,10,0.01,101648.0,0.7233,28,2,527
487750,2,BNK 온디바이스AI,43770,2,400,0.92,43745.0,88.2378,45794,2005,525
472840,1,IBK 200,140015,2,5925,4.42,140040.0,43.7132,7536,1053,525
322410,2,HANARO K고배당,24300,2,660,2.79,24388.0,-2.85,48975,1193,522
0036D0,4,TIME 미국배당다우존스액티브,13225,5,-95,-0.71,13236.0,24.6044,108954,1451,522
218420,4,KODEX 미국S&P500에너지(합성),19550,5,-75,-0.38,19674.0,7.5047,48636,954,520
452250,6,ACE 미국30년국채선물레버리지(합성 H),5070,5,-25,-0.49,5111.0,-10.2203,53552,270,515
442260,1,마이티 다이나믹퀀트액티브,49320,2,2110,4.47,48926.0,46.1111,18439,903,513
200030,4,KODEX 미국S&P500산업재(합성),44930,5,-220,-0.49,44979.0,3.8408,5328,240,512
147970,2,TIGER 모멘텀,106700,2,1645,1.57,106393.0,43.3633,12041,1289,512
371470,4,TIGER 차이나바이오테크SOLACTIVE,7950,5,-145,-1.79,8099.0,-4.2579,90030,728,512
316670,1,KIWOOM 코스닥150,9195,5,-160,-1.71,9198.0,-10.9009,139103,1282,508
196030,4,ACE 일본TOPIX레버리지(H),84205,5,-755,-0.89,84093.0,0.5443,586,49,505
0185L0,4,TIME 글로벌휴머노이드로봇산업액티브,10625,2,140,1.34,10556.0,,984231,10565,505
472830,6,RISE 미국30년국채커버드콜(합성),9055,5,-5,-0.06,9071.0,0.6141,154585,1407,503
475260,6,ACE 2월만기자동연장회사채AA-이상액티브,10670,2,5,0.05,10676.0,0.5657,1012,10,503
447430,2,ACE 주주환원가치주액티브,16325,5,-275,-1.66,16292.0,-2.5988,58073,948,498
123310,3,TIGER 인버스,1036,5,-58,-5.3,1032.0,-36.6165,5452517,5731,493
139320,5,TIGER 금은선물(H),19335,5,-15,-0.08,19553.0,-14.2478,43669,846,483
0178H0,7,IBK 미국AI TOP10국채혼합50,10590,2,245,2.37,10453.0,,23287,245,482
407830,4,에셋플러스 글로벌플랫폼액티브,17145,2,100,0.59,17141.0,15.4028,4604,79,480
0192M0,2,RISE 삼성전자단일종목레버리지,27425,2,4755,20.97,27748.0,,1184721,30629,480
473490,4,KIWOOM 글로벌AI반도체,35290,5,-350,-0.98,34916.0,58.9138,15644,556,476
491830,4,TIGER 미국AI반도체팹리스,27210,2,455,1.7,26805.0,89.61,188289,5143,476
0155N0,2,HANARO K휴머노이드테마TOP10,12440,2,1100,9.7,12286.0,2.4853,607733,7522,473
0193L0,2,PLUS 삼성전자선물단일종목인버스2X,13200,5,-3900,-22.81,13190.0,,17047913,243506,470
104530,2,KIWOOM 코리아고배당,18795,2,45,0.24,18900.0,-11.1471,98481,1856,470
217770,5,TIGER 원유선물인버스(H),1317,5,-39,-2.88,1319.0,-42.9053,1035229,1369,464
498860,2,RISE 코리아금융고배당,18495,2,315,1.73,18453.0,-14.5514,89210,1650,462
139280,2,TIGER 경기방어,13055,2,195,1.52,12997.0,-10.9084,22326,288,462
153270,1,KIWOOM 코스피100,110015,2,5820,5.59,109212.0,44.7702,13611,1471,462
287180,4,PLUS 미국나스닥테크,61320,2,1470,2.46,60827.0,44.9108,10351,635,460
