Symbol,Category,Name,Price,RiseFall,Change,ChangeRate,NAV,EarningRate,Volume,Amount,MarCap
450910,1,SOL 코스닥150,18060,5,-270,-1.47,18062.0,-11.1019,165198,3017,459
0154F0,2,WON 초대형IB&금융지주,13070,2,175,1.36,13058.0,-12.2163,176533,2319,457
105780,2,RISE 5대그룹주,22805,2,765,3.47,22624.0,48.2152,95480,2156,456
418670,4,TIGER 글로벌AI사이버보안,16735,2,1395,9.09,16628.0,38.698,149184,2498,455
0023B0,4,PLUS 미국양자컴퓨팅TOP10,22720,5,-60,-0.26,22655.0,54.3242,93025,2127,454
385520,2,KODEX 자율주행액티브,23140,5,-230,-0.98,23055.0,39.4044,58392,1365,451
483420,4,ACE 애플밸류체인액티브,28135,2,460,1.66,27954.0,54.9118,40144,1135,450
475270,6,ACE 5월만기자동연장회사채AA-이상액티브,10657,2,2,0.02,10658.0,0.7088,654,6,448
449690,4,TIGER 한중반도체(합성),59430,2,930,1.59,58740.0,49.9615,357,21,446
464470,6,PLUS 미국채30년액티브,53905,5,-260,-0.48,54028.0,-0.1585,12367,669,444
275280,2,KODEX 모멘텀주,55415,2,2015,3.77,55166.0,48.406,10753,594,443
261140,2,TIGER 우선주,31215,2,2325,8.05,31150.0,8.8007,755151,23277,443
442090,2,에셋플러스 코리아대장장이액티브,36920,5,-760,-2.02,36772.0,42.2155,24420,898,443
453650,4,KODEX 미국S&P500금융,18895,2,85,0.45,18991.0,2.4459,20876,397,435
122260,6,KIWOOM 통안채1년,103445,5,-5,0.0,103443.0,0.3589,3309,342,434
266360,2,KODEX K콘텐츠,11945,2,455,3.96,11936.0,-18.0807,264405,3187,430
138910,5,KODEX 구리선물(H),9955,2,70,0.71,9959.0,3.9432,83374,830,428
0083S0,4,1Q 미국메디컬AI,10435,2,45,0.43,10492.0,0.9718,107783,1134,428
476690,4,TIGER 글로벌비만치료제TOP2Plus,10970,5,-120,-1.08,11060.0,9.4861,45588,502,428
174360,4,RISE 중국본토대형주CSI100,26635,5,-440,-1.63,26785.0,11.2823,24287,656,426
395170,2,KODEX Top10동일가중,21190,2,390,1.88,21175.0,26.9326,51617,1093,424
474800,4,KIWOOM 미국원유에너지기업,15405,5,-80,-0.52,15474.0,7.9729,98903,1528,424
0155M0,4,ACE 미국SMR원자력TOP10,9195,2,45,0.49,9208.0,1.7797,209725,1943,423
459560,4,KODEX 테슬라밸류체인FactSet,27245,5,-205,-0.75,27090.0,36.5852,13591,370,422
429760,4,PLUS 미국S&P500,21110,2,55,0.26,21060.0,15.4447,19389,411,422
352540,7,KODEX 일본부동산리츠(H),11110,5,-320,-2.8,11314.0,-8.8122,59410,674,422
099140,4,KODEX 차이나H,23400,2,100,0.43,23500.0,0.1505,21177,497,421
488200,2,KIWOOM K-2차전지북미공급망,18720,2,1265,7.25,18050.0,11.2774,161707,2981,421
0177A0,2,WON 두산그룹포커스,14480,2,1835,14.51,13921.0,,1708398,24296,420
496770,4,PLUS 글로벌방산,18625,5,-125,-0.67,18873.0,-6.8175,37181,692,419
437070,6,KODEX 아시아달러채권ESG플러스액티브,65510,5,-20,-0.03,65502.0,3.9275,1768,116,414
440650,6,ACE 미국달러단기채권액티브,12530,3,0,0.0,12530.0,5.2941,47070,592,413
0150K0,2,KoAct 수소전력ESS인프라액티브,14235,5,-535,-3.62,14206.0,5.5,192537,2755,413
322400,2,HANARO e커머스,11465,2,540,4.94,11456.0,-19.4539,19357,222,413
0166N0,1,PLUS 코스닥150액티브,10165,5,-355,-3.37,10164.0,,266743,2731,412
442560,7,RISE TDF2040액티브 적격,17720,2,85,0.48,17648.0,13.5544,42593,756,408
292560,7,TIGER 일본엔선물,8730,2,10,0.11,8718.0,2.3474,63284,554,402
476070,4,KODEX 글로벌비만치료제TOP2 Plus,11450,5,-45,-0.39,11458.0,9.1928,61260,705,401
419430,4,KODEX 차이나2차전지MSCI(합성),12060,5,-125,-1.03,12074.0,5.5892,11867,145,398
446690,4,KODEX 아시아AI반도체exChina액티브,79535,2,2145,2.77,79527.0,72.437,46404,3706,398
139250,2,TIGER 200 에너지화학,20270,5,-160,-0.78,20282.0,6.623,139966,2855,397
0112X0,1,마이티 200TR,52955,2,2285,4.51,52864.0,44.0921,5030,264,397
261120,7,TIGER 미국달러선물인버스2X,4485,5,-5,-0.11,4503.0,-10.1102,41611,185,395
192720,2,파워 고배당저변동성,59780,2,705,1.19,59876.0,-1.7085,21284,1264,395
238720,4,ACE 일본Nikkei225(H),48655,2,440,0.91,48514.0,13.9969,7603,368,389
241390,7,RISE V&S셀렉트밸류채권혼합,17410,2,385,2.26,17536.0,4.3838,51522,895,383
426150,6,WON 대한민국국고채액티브,52330,5,-160,-0.3,52131.0,-4.7455,769,40,381
0152E0,2,SOL 배당성향탑픽액티브,11350,2,45,0.4,11416.0,-11.5645,147621,1685,380
395290,2,HANARO Fn K-POP&미디어,5945,5,-100,-1.65,5932.0,-33.9345,180989,1077,378
464600,2,SOL 자동차소부장Fn,39540,2,1395,3.66,39039.0,100.0072,499263,19991,376
387270,4,TIGER 글로벌이노베이션액티브,30980,2,505,1.66,30785.0,39.6014,9505,293,375
0103T0,2,1Q K소버린AI,12490,2,1040,9.08,12429.0,2.0721,1917357,23768,375
465350,3,RISE 2차전지TOP10인버스(합성),14335,2,235,1.67,14498.0,-15.188,177451,2515,373
295020,6,RISE 국채선물10년인버스,59920,2,435,0.73,59992.0,4.7271,22,1,373
261060,2,TIGER 코스닥150IT,28205,5,-395,-1.38,28244.0,13.5305,89591,2533,372
275290,2,KODEX 가치주,41240,2,1340,3.36,41155.0,45.6177,9956,408,371
276650,4,RISE 글로벌테크놀로지(합성 H),48795,2,1295,2.73,48527.0,22.5174,271,13,366
468630,6,KODEX iShares미국투자등급회사채액티브,12110,5,-40,-0.33,12137.0,3.4751,50574,616,365
145850,2,TREX 펀더멘탈 200,144910,2,6975,5.06,144408.0,35.9587,331,48,362
414270,4,ACE 글로벌자율주행액티브,14970,5,-55,-0.37,14978.0,11.627,23450,352,359
0047R0,4,RISE 팔란티어고정테크100,16325,2,505,3.19,16242.0,23.9303,37616,614,359
494410,4,PLUS 미국S&P500성장주,15615,2,75,0.48,15602.0,22.1982,44966,700,359
0013R0,7,RISE 테슬라미국채타겟커버드콜혼합(합성),9430,5,-65,-0.68,9496.0,4.9778,67560,642,358
450190,4,KODEX 한중반도체(합성),59445,2,275,0.46,59186.0,49.3249,938,55,357
0085N0,6,ACE 미국10년국채액티브(H),9905,5,-15,-0.15,9923.0,-2.2958,70043,693,357
0190M0,4,KIWOOM 미국AI테크하이베타,11625,2,10,0.09,11563.0,,166748,1942,355
489290,4,WON 미국빌리어네어,16845,2,150,0.9,16763.0,14.2319,47742,803,354
0144M0,4,KODEX 미국드론UAM TOP10,10225,5,-225,-2.15,10269.0,11.1702,214978,2206,353
0192T0,2,SOL 코스닥TOP10,9770,2,115,1.19,9756.0,,787040,7676,352
496120,1,ACE 코리아밸류업,41125,2,1575,3.98,41039.0,41.9316,13481,552,350
0141T0,6,SOL 중기종합채권(AA-이상)액티브,49915,5,-70,-0.14,49920.0,-0.6263,2,0,348
491090,4,KODEX 미국테크TOP3플러스,19765,2,60,0.3,19650.0,24.5925,123530,2450,346
0138T0,4,RISE 미국S&P500데일리고정커버드콜,10625,2,55,0.52,10602.0,15.0751,87489,933,345
223190,2,KODEX 200가치저변동,34465,2,1535,4.66,34413.0,21.9771,7410,253,345
352560,7,KODEX 미국부동산리츠(H),12280,5,-85,-0.69,12259.0,1.9413,14863,182,344
276970,4,KODEX 미국S&P500배당귀족커버드콜(합성 H),7305,5,-25,-0.34,7393.0,-9.4193,16428,120,343
461600,6,SOL 미국30년국채액티브(H),8580,5,-35,-0.41,8579.0,-4.331,10570,90,339
459750,4,RISE 글로벌주식분산액티브,19350,2,20,0.1,19331.0,10.9644,19472,378,339
271060,5,KODEX 3대농산물선물(H),8275,5,-25,-0.3,8239.0,2.1538,175788,1444,338
459790,4,KIWOOM 미국성장기업30액티브,24970,2,190,0.77,24903.0,33.1542,2729,68,337
156080,1,KODEX MSCI Korea,67360,2,3510,5.5,67055.0,44.9989,15696,1048,337
380340,2,ACE 코리아AI테크핵심산업,42065,2,1145,2.8,41935.0,96.9112,491692,20576,337
449780,4,KIWOOM 미국S&P500(H),18640,2,80,0.43,18594.0,9.7464,19161,356,336
195930,4,TIGER 유로스탁스50(합성 H),22190,2,65,0.29,22260.0,-0.5618,36731,811,333
0093D0,7,KoAct 팔란티어밸류체인액티브,21105,2,360,1.74,20851.0,49.0837,71878,1525,327
183700,7,RISE 200채권혼합50,108995,2,2895,2.73,108651.0,17.231,12055,1306,327
245350,4,TIGER 유로스탁스배당30,20245,2,185,0.92,20366.0,5.1546,9920,200,324
245360,4,TIGER 차이나HSCEI,13460,2,115,0.86,13477.0,-0.1118,38561,516,323
176950,6,KODEX 국채선물10년인버스,59745,2,430,0.72,59777.0,4.732,869,51,323
139270,2,TIGER 200 금융,16800,2,255,1.54,16799.0,-3.0335,49198,829,323
227540,2,TIGER 200 헬스케어,19815,5,-185,-0.92,19815.0,-19.7267,33985,672,321
0065G0,4,KODEX 차이나테크TOP10,10030,5,-70,-0.69,10143.0,1.4566,40154,405,321
385600,2,ACE 2차전지&친환경차액티브,17775,2,520,3.01,17423.0,43.1445,108974,1922,320
292500,1,SOL KRX300,63945,2,3010,4.94,63633.0,39.9451,764,48,320
415760,4,SOL 차이나육성산업액티브(합성),14345,5,-630,-4.21,14616.0,22.897,57330,851,318
117460,2,KODEX 에너지화학,16240,5,-75,-0.46,16314.0,-6.8071,79120,1307,318
277540,4,ACE 아시아TOP50,37420,2,1010,2.77,37299.0,28.2719,4095,152,318
159800,1,마이티 코스피100,112570,2,5045,4.69,112313.0,46.0252,1409,158,315
493420,4,SOL 미국배당다우존스2호,13125,5,-55,-0.42,13129.0,9.7668,17206,227,315
419650,4,PLUS 글로벌수소&차세대연료전지,8070,5,-205,-2.48,8223.0,65.1099,158584,1279,315
292160,1,TIGER KRX300,62800,2,2950,4.93,62461.0,39.7173,6960,433,314
475380,7,RISE 글로벌리얼티인컴,11405,5,-90,-0.78,11469.0,3.3072,19489,223,314
0137W0,4,KIWOOM 미국S&P500&GOLD,11200,2,45,0.4,11212.0,12.4929,28529,321,314
364690,1,KODEX 혁신기술테마액티브,52220,2,1195,2.34,52370.0,49.2984,9872,517,313
367740,2,HANARO Fn5G산업,56935,2,1105,1.98,56743.0,75.4409,22937,1304,313
407310,1,HANARO 200 TOP10,21535,2,380,1.8,21608.0,20.1515,3313,71,312
368190,2,HANARO Fn K-뉴딜디지털플러스,9315,2,100,1.09,9300.0,-5.9214,21713,202,312
415340,4,KODEX 차이나과창판STAR50(합성),15520,5,-580,-3.6,15549.0,23.4662,52109,836,312
0107F0,4,KIWOOM 미국고배당&AI테크,12180,2,35,0.29,12216.0,15.7407,17907,217,311
289480,3,TIGER 200커버드콜,11930,2,90,0.76,12187.0,18.0869,39024,466,310
411540,1,SOL 200 Top10,22150,2,540,2.5,22073.0,20.1853,99977,2194,310
261250,7,KODEX 미국달러선물레버리지,18810,5,-25,-0.13,18779.0,10.0818,48281,915,308
256440,4,ACE MSCI인도네시아(합성),5710,5,-170,-2.89,5687.0,-27.8528,80137,457,308
204450,4,KODEX 차이나H레버리지(H),2395,2,15,0.63,2434.0,-11.5242,172973,409,304
0097L0,7,KIWOOM 한국고배당&미국AI테크,13445,2,155,1.17,13423.0,-0.6072,23058,310,303
0104P0,2,TIGER 코리아배당다우존스위클리커버드콜,12015,2,200,1.69,11989.0,-6.4634,57795,696,300
252650,1,KODEX 200동일가중,21345,2,380,1.81,21234.0,4.1031,2261,48,299
248270,4,TIGER S&P글로벌헬스케어(합성),25760,5,-200,-0.77,25989.0,-0.9539,10631,275,299
300950,2,KODEX 게임산업,6355,5,-5,-0.08,6370.0,-3.27,97411,622,299
451600,6,PLUS 국고채30년액티브,91045,5,-540,-0.59,89919.0,-10.0123,18,1,299
0193K0,2,PLUS 삼성전자단일종목레버리지,29115,2,4640,18.96,29184.0,,682059,19014,298
388280,2,RISE K엔터&여행레저,7905,5,-10,-0.13,7871.0,-10.0643,31563,248,297
0089B0,7,PLUS 미국나스닥100미국채혼합50,12375,2,20,0.16,12364.0,16.4214,43642,543,297
469050,4,RISE 미국반도체NYSE(H),34790,2,50,0.14,34345.0,60.2599,58726,2040,296
289250,2,TIGER MSCI KOREA ESG유니버설,44740,2,2040,4.78,44275.0,52.4898,6908,307,295
117680,2,KODEX 철강,15035,5,-380,-2.47,15018.0,-10.5854,72154,1086,295
391670,1,HK 베스트일레븐액티브,39160,2,1340,3.54,38988.0,56.708,2139,83,294
404260,2,KODEX 기후변화솔루션,32620,2,910,2.87,32331.0,27.5676,22265,727,294
438320,4,TIGER 차이나항셍테크레버리지(합성 H),6240,2,145,2.38,6357.0,-14.5761,73571,457,293
229720,1,KODEX KTOP30,48655,2,1910,4.09,48392.0,38.8371,10957,528,292
437350,6,RISE 미국단기투자등급회사채액티브,13245,5,-15,-0.11,13249.0,4.2862,29781,396,291
477730,4,KODEX 인도타타그룹,8180,5,-95,-1.15,8202.0,-3.8821,27330,223,290
0193G0,1,KoAct 코스피액티브,11270,2,425,3.92,11232.0,,211146,2365,287
152380,6,KODEX 국채선물10년,65000,5,-455,-0.7,64942.0,-3.679,16701,1090,285
497780,4,KoAct 미국천연가스인프라액티브,11360,5,-150,-1.3,11385.0,5.116,60077,682,284
252710,3,TIGER 200선물인버스2X,83,5,-6,-6.74,81.0,-65.0981,60533987,5145,284
108590,1,TREX 200,141735,2,6760,5.01,140393.0,44.385,782,110,283
364990,2,TIGER 게임TOP10,5605,2,25,0.45,5636.0,1.1086,445198,2520,283
483570,4,KCGI 미국S&P500 TOP10,17625,2,35,0.2,17562.0,21.1432,11403,202,282
0164G0,4,RISE 차이나AI반도체TOP4Plus,15210,5,-815,-5.09,15120.0,,78304,1220,281
0051A0,4,KoAct 브로드컴밸류체인액티브,28000,2,230,0.83,27591.0,51.6657,14317,402,280
138230,7,KIWOOM 미국달러선물,17450,5,-50,-0.29,17475.0,5.6125,3999,70,279
269420,4,KODEX S&P글로벌인프라(합성),24405,2,65,0.27,24442.0,0.7033,14164,348,279
375760,2,HANARO 탄소효율그린뉴딜,30950,2,1115,3.74,30885.0,36.8793,1537,46,279
376410,2,TIGER 탄소효율그린뉴딜,30780,2,1030,3.46,30946.0,35.354,4199,128,277
0090B0,2,PLUS K방산소부장,10380,5,-445,-4.11,10386.0,-2.6299,171723,1803,275
461450,1,KODEX 코스닥글로벌,18305,5,-435,-2.32,18240.0,-4.3937,37170,681,275
280930,4,KODEX 미국러셀2000(H),16640,5,-40,-0.24,16619.0,9.3053,23834,396,275
0104G0,2,PLUS K방산레버리지,11660,5,-150,-1.27,11696.0,-18.2054,245295,2990,274
304770,1,HANARO 코스닥150,18460,5,-255,-1.36,18427.0,-11.0914,34275,634,273
465660,4,TIGER 일본반도체FACTSET,27270,5,-430,-1.55,27242.0,23.2249,27627,762,273
167860,6,KIWOOM 국고채10년레버리지,93170,5,-940,-1.0,92974.0,-7.8663,509,47,270
445910,2,TIGER MKF배당귀족,22485,2,370,1.67,22638.0,-0.7137,21363,481,270
225130,4,ACE 골드선물 레버리지(합성 H),53710,5,-50,-0.09,53580.0,-27.6739,6223,335,269
337120,2,KODEX 멀티팩터,44290,2,1720,4.04,44316.0,36.6592,539,23,266
479850,2,HANARO K-뷰티,15905,2,320,2.05,15852.0,-2.9559,42432,669,262
363510,6,SOL KIS단기통안채,111505,2,15,0.01,111501.0,0.6045,1,0,258
292050,1,RISE KRX300,64335,2,3115,5.09,63990.0,40.0012,4875,313,257
433220,4,에셋플러스 글로벌대장장이액티브,36680,2,115,0.31,36600.0,24.8378,1852,68,257
494340,4,ACE 글로벌AI맞춤형반도체,25620,2,770,3.1,24851.0,94.7492,137947,3564,256
440340,7,TIGER 글로벌멀티에셋TIF액티브,13130,5,-30,-0.23,13096.0,8.4837,35014,463,256
387280,2,TIGER 퓨처모빌리티액티브,17630,2,10,0.06,17639.0,25.9015,46668,830,256
417630,2,TIGER KEDI혁신기업ESG30,23200,2,195,0.85,23193.0,19.5894,8164,190,255
289040,2,KODEX MSCI KOREA ESG유니버설,42455,2,2115,5.24,42053.0,46.5451,696,29,255
0047P0,4,RISE 테슬라고정테크100,16830,2,60,0.36,16696.0,25.9015,19233,325,252
481340,6,RISE 미국30년국채액티브,9745,5,-55,-0.56,9774.0,-1.8238,97089,950,248
300640,2,RISE 게임테마,7065,5,-30,-0.42,7092.0,-11.5941,39115,277,247
0186L0,4,KoAct 미국로봇피지컬AI액티브,11685,2,125,1.08,11534.0,,193804,2268,245
0115C0,4,RISE 미국고배당다우존스TOP10,11680,2,60,0.52,11663.0,3.0618,60024,704,245
471460,6,KIWOOM 국고채30년액티브,48820,5,-1120,-2.24,48966.0,-10.0473,7332,362,244
304760,1,HANARO KRX300,60900,2,1680,2.84,61232.0,41.0823,423,25,244
461910,4,PLUS 미국테크TOP10레버리지(합성),48605,2,1385,2.93,47530.0,44.1832,1529,73,243
226980,1,KODEX 200 중소형,26975,2,75,0.28,27014.0,5.5841,28351,767,243
0153X0,4,PLUS 미국고배당주액티브,11220,5,-55,-0.49,11238.0,5.7528,92584,1042,241
463300,4,RISE 중국본토CSI300,15025,5,-215,-1.41,15131.0,11.3221,2465,37,240
445690,2,BNK 주주가치액티브,36315,2,765,2.15,36149.0,13.6872,954,34,236
464920,4,PLUS 일본반도체소부장,26050,5,-300,-1.14,26179.0,13.8217,21854,577,234
195970,4,PLUS 선진국MSCI(합성 H),15990,5,-5,-0.03,16111.0,-1.1434,19070,304,233
228820,1,TIGER KTOP30,24475,2,1150,4.93,24324.0,37.1303,50606,1226,233
169950,4,KODEX 차이나A50,28935,2,80,0.28,29046.0,13.3123,4988,144,231
0049K0,7,ACE 미국배당퀄리티채권혼합50,11565,2,40,0.35,11532.0,5.5246,30926,358,231
185680,4,KODEX 미국S&P바이오(합성),44145,2,605,1.39,44050.0,11.1848,2626,115,230
404120,2,TIME K신재생에너지액티브,32900,5,-135,-0.41,33017.0,22.0354,13396,444,230
0026E0,4,KODEX 미국S&P500버퍼3월액티브,12405,2,45,0.36,12507.0,13.6674,399,4,229
183710,7,RISE 주식혼합,114505,2,5245,4.8,113833.0,31.5593,1790,203,229
227830,1,PLUS 코스피,91300,2,4015,4.6,90979.0,35.1144,900,81,228
449580,7,RISE 테슬라애플아마존채권혼합,17095,5,-185,-1.07,17294.0,7.5965,39302,674,222
0018Z0,4,RISE 미국양자컴퓨팅,23265,2,275,1.2,23019.0,51.0512,82940,1949,221
457690,6,KODEX 33-06 국고채액티브,10455,5,-40,-0.38,10455.0,-2.8691,15854,166,220
489000,6,PLUS 일본엔화초단기국채(합성),9970,5,-20,-0.2,9986.0,2.3565,56938,570,219
371450,4,TIGER 글로벌클라우드컴퓨팅INDXX,13355,2,825,6.58,13232.0,28.9094,93824,1254,219
476260,2,HANARO 반도체핵심공정주도주,12880,5,-315,-2.39,12898.0,1.8132,237488,3062,219
253290,7,RISE 헬스케어채권혼합,12130,5,-15,-0.12,12230.0,-10.1702,54627,662,218
396510,4,TIGER 차이나클린에너지SOLACTIVE,9560,5,-45,-0.47,9749.0,7.0791,13111,126,218
337150,2,KODEX 200exTOP,31090,2,245,0.79,31242.0,13.9458,1494,46,218
236350,4,TIGER 인도니프티50레버리지(합성),32715,5,-65,-0.2,32659.0,-13.646,2776,90,216
461900,4,PLUS 미국테크TOP10,25390,2,310,1.24,25139.0,21.7665,7595,192,216
0192S0,7,SOL 코스피200채권혼합50,10775,2,280,2.67,10785.0,,286766,3061,216
284980,2,RISE 200금융,22380,2,345,1.57,22369.0,-3.1036,17142,385,215
282000,3,RISE 국고채3년선물인버스,114695,2,235,0.21,114688.0,2.0142,7,0,214
0184E0,7,1Q 200채권혼합50액티브,12535,2,420,3.47,12377.0,,240643,2987,213
091220,2,TIGER 은행,15155,5,-40,-0.26,15087.0,-9.0198,25557,390,212
289260,2,TIGER MSCI KOREA ESG리더스,35340,2,790,2.29,35282.0,50.4505,2198,77,212
102960,2,KODEX 기계장비,18595,2,235,1.28,18605.0,3.2582,60082,1130,212
487950,4,KODEX 대만테크고배당다우존스,14960,2,755,5.32,14958.0,35.7896,46603,697,209
468370,6,KODEX iShares미국인플레이션국채액티브,11980,5,-45,-0.37,11988.0,4.9138,124915,1503,206
417450,4,RISE 글로벌수소경제,22890,5,-610,-2.6,22746.0,70.9712,23622,537,206
477490,4,에셋플러스 글로벌일등기업포커스10액티브,22620,2,90,0.4,22574.0,26.3246,1284,29,204
483330,4,ACE 마이크로소프트밸류체인액티브,16750,2,850,5.35,16438.0,37.0099,181735,3057,201
219390,4,RISE 미국S&P원유생산기업(합성 H),7305,2,70,0.97,7338.0,8.5521,89552,652,201
0088N0,2,WON K-글로벌수급상위,12900,5,-100,-0.77,12906.0,-3.7038,38263,493,200
413930,2,WON AI ESG액티브,36160,2,1250,3.58,36157.0,41.6514,3804,137,199
0186S0,7,1Q 코스닥150채권혼합50액티브,9485,5,-80,-0.84,9470.0,,513181,4880,194
0105D0,2,SOL 한국AI소프트웨어,14400,2,1255,9.55,14346.0,8.8513,4580752,66479,194
404650,2,SOL KRX기후변화솔루션,32375,2,465,1.46,32325.0,28.4886,5119,167,194
239660,6,PLUS 우량회사채50,120795,5,-45,-0.04,120788.0,0.1159,2348,283,193
225060,4,TIGER 이머징마켓MSCI레버리지(합성 H),18150,2,560,3.18,18391.0,13.9248,1053,18,192
104520,2,KIWOOM 블루칩,17450,2,540,3.19,17396.0,7.099,20064,348,192
416090,4,ACE 중국과창판STAR50,14485,5,-365,-2.46,14310.0,24.7899,43445,651,188
442550,7,RISE TDF2030액티브 적격,15645,2,95,0.61,15546.0,8.3246,30274,474,188
332620,6,PLUS 미국장기우량회사채,100335,5,-430,-0.43,100355.0,3.0825,2205,222,188
0028X0,4,KODEX 미국금융테크액티브,11670,2,220,1.92,11667.0,4.4559,41280,482,187
131890,2,ACE 삼성그룹동일가중,46525,2,695,1.52,46770.0,30.7132,7941,369,186
469160,4,ACE 일본반도체,30790,2,270,0.88,30715.0,38.4754,32556,1008,185
213630,4,PLUS 미국다우존스고배당주(합성 H),20020,2,70,0.35,20011.0,-0.968,10186,203,184
419420,4,KODEX 미국클린에너지나스닥,13030,5,-135,-1.03,13142.0,42.6192,19901,260,182
474920,4,에셋플러스 차이나일등기업포커스10액티브,19405,5,-475,-2.39,19351.0,19.7229,1963,38,182
410870,2,TIME K컬처액티브,10665,2,80,0.76,10737.0,-15.7246,23062,246,181
291130,4,ACE MSCI멕시코(합성),20075,5,-95,-0.47,20241.0,0.8247,2227,44,181
0067Y0,4,TIGER 차이나AI소프트웨어,13885,5,-805,-5.48,13962.0,13.1741,31679,444,181
494420,2,PLUS 미국배당증가성장주데일리커버드콜,9965,2,35,0.35,9964.0,7.7809,22583,225,179
0127R0,4,RISE 미국AI클라우드인프라,19925,2,125,0.63,19614.0,75.7656,52086,1043,179
460660,4,RISE 미국S&P배당킹,11950,5,-30,-0.25,11914.0,-0.7274,8942,106,179
373490,2,KODEX 코리아혁신성장액티브,35765,2,155,0.44,35805.0,31.6078,4693,167,179
491510,2,파워 K-주주가치액티브,18785,2,90,0.48,18904.0,-0.7433,419,7,178
266390,2,KODEX 경기소비재,19755,2,3805,23.86,18133.0,24.0576,287326,5419,178
252000,1,TIGER 200동일가중,22200,2,290,1.32,22179.0,3.7157,309,6,178
453630,4,KODEX 미국S&P500필수소비재,13125,5,-200,-1.5,13154.0,-0.2,20403,268,177
140580,2,RISE 우량업종대표주,29525,2,740,2.57,29325.0,10.6159,3827,113,177
472720,1,TRUSTON 주주가치액티브,31560,2,780,2.53,31762.0,18.5441,4919,156,177
0086C0,7,TIGER 리츠부동산인프라10채권혼합액티브,9900,5,-100,-1.0,9904.0,-3.286,74187,734,173
280920,2,PLUS 주도업종,31435,2,1295,4.3,31314.0,23.2909,518,16,173
234310,2,RISE V&S셀렉트밸류,34570,2,1655,5.03,34564.0,13.6601,6741,233,173
447660,7,PLUS 애플채권혼합,13820,5,-65,-0.47,13890.0,4.9915,15803,219,173
0194R0,2,KIWOOM SK하이닉스선물단일종목레버리지,26545,2,1105,4.34,25904.0,,282879,7368,173
276000,4,TIGER 글로벌자원생산기업(합성 H),20265,5,-65,-0.32,20457.0,-3.1905,9713,196,172
244620,2,KODEX 모멘텀Plus,24530,2,360,1.49,24566.0,16.6825,990,24,172
0198D0,2,1Q SK하이닉스선물단일종목레버리지,29860,2,1225,4.28,29133.0,,446527,13121,172
453820,4,KODEX 인도Nifty50레버리지(합성),13190,5,-390,-2.87,13274.0,-13.1436,4630,61,171
280320,4,ACE 미국IT인터넷(합성 H),21330,2,355,1.69,21422.0,14.5548,142,3,171
130680,5,TIGER 원유선물Enhanced(H),7080,2,170,2.46,7125.0,57.9428,130639,922,170
432840,4,HANARO 미국S&P500,21225,2,15,0.07,21246.0,15.3229,7252,154,170
195920,4,TIGER 일본TOPIX(합성 H),33815,5,-320,-0.94,34041.0,1.7891,385,13,169
400570,4,KODEX 유럽탄소배출권선물ICE(H),10900,5,-90,-0.82,11171.0,11.1785,18677,204,169
0021D0,7,ACE TDF2030액티브 적격,11605,2,75,0.65,11549.0,-0.3458,6911,80,168
0015F0,7,KIWOOM 팔란티어미국30년국채혼합액티브(H),10510,2,325,3.19,10498.0,-2.0538,36692,384,168
453010,7,PLUS KOFR금리,109140,2,15,0.01,109143.0,0.6131,2368,258,168
250730,4,RISE 차이나HSCEI(H),9845,5,-10,-0.1,10008.0,-5.1949,12654,125,167
496130,1,TRUSTON 코리아밸류업액티브,31915,2,1040,3.37,32123.0,28.7799,1360,43,166
0084E0,7,KIWOOM 미국대형주500월간목표헤지액티브,11350,2,35,0.31,11304.0,14.5438,80,0,165
0153P0,2,ACE 리츠부동산인프라액티브,9300,5,-290,-3.02,9279.0,-7.4048,63588,592,163
292770,6,KODEX 국채선물3년인버스,57690,2,110,0.19,57693.0,2.0198,56,3,163
395760,2,PLUS ESG성장주액티브,27035,2,855,3.27,27026.0,34.0979,9945,268,162
0000H0,2,KODEX 인도Nifty미드캡100,11165,5,-155,-1.37,11180.0,5.155,10319,116,162
0013P0,4,RISE 미국은행TOP10,12345,2,185,1.52,12394.0,4.9047,15637,193,160
265690,4,ACE 러시아MSCI(합성),8535,3,0,0.0,48.0,0.0,0,0,158
482030,2,KoAct 반도체&2차전지핵심소재액티브,12120,5,-330,-2.65,12077.0,-3.7496,54417,659,158
0198B0,2,1Q 삼성전자선물단일종목레버리지,28735,2,5155,21.86,29042.0,,681175,18519,157
464610,2,SOL 의료기기소부장Fn,8660,5,-215,-2.42,8693.0,-21.1019,81296,706,156
279540,2,KODEX 최소변동성,25795,2,420,1.66,25833.0,22.0656,223,5,155
360150,2,KODEX 코스닥150롱코스피200숏선물,3290,5,-280,-7.84,3278.0,-39.5428,105851,354,155
446700,2,RISE 배터리 리사이클링,13085,5,-575,-4.21,13089.0,-3.7424,16448,217,154
0127V0,4,KIWOOM 미국S&P500 TOP10&배당다우비중전환,11770,2,45,0.38,11716.0,18.1082,7863,92,153
0094X0,4,1Q 샤오미밸류체인액티브,9845,5,-130,-1.3,10007.0,4.1775,111005,1103,153
0176P0,2,FOCUS AI반도체위클리고정커버드콜,16930,2,165,0.98,16846.0,,35301,593,152
0008E0,4,ACE 미국중심중소형제조업,15225,5,-155,-1.01,15288.0,13.0466,11566,177,152
371150,4,RISE 차이나항셍테크,8000,2,85,1.07,8018.0,-0.0632,11347,90,152
114460,6,ACE 국고채3년,100790,5,-135,-0.13,100812.0,-1.0282,1243,125,151
