Unnamed: 0,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
585,004690,KR7004690004,삼천리,KOSPI,,124600,2,-1100,-0.88,125000,127200,124300,6993,873648150,451896414200,3626777,STK
586,251970,KR7251970000,펌텍코리아,KOSDAQ,우량기업부,36250,2,-1300,-3.46,37200,37950,35450,35992,1301182750,449500000000,12400000,KSQ
587,039440,KR7039440003,에스티아이,KOSDAQ,우량기업부,28700,2,-550,-1.88,29900,29900,27750,113328,3230723800,445052248900,15507047,KSQ
588,034310,KR7034310003,NICE,KOSPI,,12080,2,-160,-1.31,12240,12350,11960,77249,929660615,444026456560,36757157,STK
589,145990,KR7145990008,삼양사,KOSPI,,43050,1,600,1.41,42950,43200,42050,5840,248610425,443993979450,10313449,STK
590,381970,KR7381970003,케이카,KOSPI,,9080,2,-220,-2.37,9220,9400,9020,177320,1611144680,443293299840,48820848,STK
591,000070,KR7000070003,삼양홀딩스,KOSPI,,56900,3,0,0.0,56800,57200,55300,19278,1081901300,441725567900,7763191,STK
592,085910,KR7085910008,네오티스,KOSDAQ,중견기업부,31600,3,0,0.0,31700,32950,30000,187599,5834787500,440340248800,13934818,KSQ
593,468530,KR7468530001,프로티나,KOSDAQ,기술성장기업부,39600,2,-3150,-7.37,42000,42550,38500,103073,4087214250,436994236800,11035208,KSQ
594,015860,KR7015860000,일진홀딩스,KOSPI,,8840,2,-610,-6.46,9480,9480,8700,319199,2832313775,436231749720,49347483,STK
595,403550,KR7403550007,쏘카,KOSPI,,13230,2,-910,-6.44,14000,14250,13090,96093,1285841580,434498363460,32841902,STK
596,199800,KR7199800004,툴젠,KOSDAQ,기술성장기업부,48100,2,-13000,-21.28,49800,52400,47300,186186,9143073800,432785954900,8997629,KSQ
597,179900,KR7179900006,유티아이,KOSDAQ,투자주의환기종목(소속부없음),21850,2,-900,-3.96,22800,23600,21300,120251,2638629900,432420502200,19790412,KSQ
598,168360,KR7168360006,펨트론,KOSDAQ,벤처기업부,19910,2,-190,-0.95,21000,21000,19120,116301,2261325590,432197658970,21707567,KSQ
599,036620,KR7036620003,감성코퍼레이션,KOSDAQ,우량기업부,4775,2,-145,-2.95,4950,5030,4590,876823,4127327144,432155506525,90503771,KSQ
600,138080,KR7138080007,오이솔루션,KOSDAQ,벤처기업부,34750,3,0,0.0,34800,36500,33000,494466,17035493550,430127090500,12377758,KSQ
601,394280,KR7394280002,오픈엣지테크놀로지,KOSDAQ,기술성장기업부,16180,2,-190,-1.16,17130,17310,15980,173374,2820434075,426286855400,26346530,KSQ
602,0120G0,KR70120G0001,삼양바이오팜,KOSPI,,57300,2,-2600,-4.34,59800,60400,55000,30290,1712200450,426075351000,7435870,STK
603,027410,KR7027410000,BGF,KOSPI,,4450,2,-115,-2.52,4570,4580,4375,274853,1227973015,425939719950,95716791,STK
604,079940,KR7079940003,가비아,KOSDAQ,우량기업부,31650,1,650,2.1,31600,32200,30750,17280,546867000,424764648600,13420684,KSQ
605,072710,KR7072710007,농심홀딩스,KOSPI,,91400,2,-1100,-1.19,91600,92500,90300,4967,452489800,423894006000,4637790,STK
606,230240,KR7230240004,에치에프알,KOSDAQ,중견기업부,31850,1,2450,8.33,30000,33700,28000,517106,16108309525,423891650000,13309000,KSQ
607,101160,KR7101160000,월덱스,KOSDAQ,우량기업부,25650,2,-500,-1.91,26500,26800,24750,128636,3271809100,423506970450,16510993,KSQ
608,004700,KR7004700001,조광피혁,KOSPI,,63400,2,-400,-0.63,65000,65000,62600,1872,118499700,421555349200,6649138,STK
609,065680,KR7065680001,우주일렉트로,KOSDAQ,우량기업부,45550,2,-2050,-4.31,48650,49600,44000,71575,3344501000,420903454050,9240471,KSQ
610,357120,KR7357120005,코람코라이프인프라리츠,KOSPI,,4315,2,-90,-2.04,4400,4400,4270,91712,395325923,420002052510,97335354,STK
611,013030,KR7013030002,하이록코리아,KOSDAQ,우량기업부,35650,2,-1600,-4.3,37200,37450,35150,44813,1600942725,419534333600,11768144,KSQ
612,012030,KR7012030003,DB,KOSPI,,2085,2,-135,-6.08,2300,2340,2085,1915469,4199248441,419447650305,201173933,STK
613,095660,KR7095660007,네오위즈,KOSDAQ,우량기업부,19330,2,-480,-2.42,19620,20150,19330,79995,1575904955,418232752470,21636459,KSQ
614,215200,KR7215200007,메가스터디교육,KOSDAQ GLOBAL,우량기업부,40250,1,150,0.37,39750,40850,39400,43016,1721806550,417199944000,10365216,KSQ
615,950210,KR8702070002,프레스티지바이오파마,KOSPI,,6930,2,-180,-2.53,7110,7210,6800,115333,796299170,416466354150,60096155,STK
616,002030,KR7002030005,아세아,KOSPI,,202000,2,-1000,-0.49,204500,209500,201500,3126,640745750,415888104000,2058852,STK
617,042520,KR7042520007,한스바이오메드,KOSDAQ,벤처기업부,29100,2,-3800,-11.55,32200,32300,28600,453570,13581454000,415005779700,14261367,KSQ
618,052710,KR7052710001,아모텍,KOSDAQ,중견기업부,28400,2,-1800,-5.96,30800,32000,26500,1533053,43629016175,414996306400,14612546,KSQ
619,117730,KR7117730002,티로보틱스,KOSDAQ,벤처기업부,18290,2,-1060,-5.48,19980,20200,18165,282175,5253481425,412586606470,22558043,KSQ
620,015360,KR7015360001,INVENI,KOSPI,,15120,2,-360,-2.33,15490,15700,15030,63680,966210155,412020000000,27250000,STK
621,060980,KR7060980000,HL홀딩스,KOSPI,,44950,1,200,0.45,46300,46300,44300,54543,2458764725,408094172650,9078847,STK
622,287840,KR7287840003,인투셀,KOSDAQ,기술성장기업부,27150,2,-2300,-7.81,29700,29700,26000,165632,4450483100,407846214000,15021960,KSQ
623,029530,KR7029530003,신도리코,KOSPI,,41900,2,-1750,-4.01,43650,44150,41450,16209,681331375,407089045100,9715729,STK
624,105840,KR7105840003,우진,KOSPI,,20100,2,-650,-3.13,20900,21100,19680,345510,6907968875,405973167000,20197670,STK
625,215600,KR7215600008,신라젠,KOSDAQ,중견기업부,2930,2,-105,-3.46,3035,3060,2900,800597,2354236913,405961942520,138553564,KSQ
626,098070,KR7098070006,한텍,KOSDAQ,중견기업부,36400,1,2200,6.43,36050,36500,33000,217865,7491598500,404809532400,11121141,KSQ
627,170920,KR7170920003,엘티씨,KOSDAQ,벤처기업부,38250,2,-1000,-2.55,40050,41250,37250,192100,7383884250,404077819500,10564126,KSQ
628,306200,KR7306200007,세아제강,KOSPI,,142200,2,-2800,-1.93,147900,147900,138400,15327,2160235500,403321860000,2836300,STK
629,145720,KR7145720009,덴티움,KOSPI,,46700,2,-700,-1.48,47450,47900,46350,29838,1392631625,402735709700,8623891,STK
630,110990,KR7110990009,디아이티,KOSDAQ,우량기업부,21300,2,-1400,-6.17,23200,23200,21100,177997,3831909350,402570000000,18900000,KSQ
631,344820,KR7344820006,KCC글라스,KOSPI,,25200,1,100,0.4,25200,25350,24900,23349,585119175,402456902400,15970512,STK
632,067630,KR7067630004,HLB생명과학,KOSDAQ,투자주의환기종목(소속부없음),3280,2,-90,-2.67,3370,3390,3205,380886,1238780313,399887950240,121917058,KSQ
633,002710,KR7002710002,TCC스틸,KOSPI,,15240,2,-730,-4.57,16080,16160,15020,113299,1734508550,399496742280,26213697,STK
634,417840,KR7417840006,저스템,KOSDAQ,벤처기업부,17560,2,-340,-1.9,18600,19200,17230,1370109,24619025765,397978628360,22663931,KSQ
635,455900,KR7455900001,엔젤로보틱스,KOSDAQ,기술성장기업부,25900,1,450,1.77,26050,26600,24800,109049,2800889225,396317422900,15301831,KSQ
636,010690,KR7010690006,화신,KOSPI,,11330,1,30,0.27,11600,11750,10930,354634,3993979840,395648245300,34920410,STK
637,417310,KR7417310000,코람코더원리츠,KOSPI,,9790,2,-200,-2.0,9990,10000,9610,231924,2284631160,395516000000,40400000,STK
638,090435,KR7090431008,아모레퍼시픽우,KOSPI,,37400,2,-700,-1.84,39000,39050,37100,26700,1004943300,394862842000,10557830,STK
639,078130,KR7078130002,국일제지,KOSDAQ,중견기업부,3495,2,-155,-4.25,3610,3700,3370,304383,1064799356,394028351565,112740587,KSQ
640,084110,KR7084110006,휴온스글로벌,KOSDAQ,우량기업부,31050,2,-1700,-5.19,33050,33050,30400,60420,1883664375,393087162600,12659812,KSQ
641,016590,KR7016590002,신대양제지,KOSPI,,9750,2,-350,-3.47,9360,10090,9360,75101,718941910,392903745000,40297820,STK
642,004710,KR7004710000,한솔테크닉스,KOSPI,,12480,2,-70,-0.56,12850,13690,11680,2036032,25412014790,392090612160,31417517,STK
643,089590,KR7089590004,제주항공,KOSPI,,4860,2,-95,-1.92,4955,5030,4840,213524,1042081855,391915187100,80640985,STK
644,170900,KR7170900005,동아에스티,KOSPI,,40000,2,-950,-2.32,41050,41100,39700,21130,845817500,389112760000,9727819,STK
645,114810,KR7114810005,한솔아이원스,KOSDAQ,우량기업부,13800,2,-490,-3.43,14530,14810,13440,284673,3921981320,388375801200,28143174,KSQ
646,047920,KR7047920004,HLB제약,KOSDAQ,기술성장기업부,11790,2,-640,-5.15,12450,12690,11620,160241,1900240460,386704407240,32799356,KSQ
647,017810,KR7017810003,풀무원,KOSPI,,10140,2,-220,-2.12,10420,10530,10050,109617,1109154190,386542295880,38120542,STK
648,002810,KR7002810000,삼영무역,KOSPI,,20850,2,-950,-4.36,22000,22400,20800,33894,730403825,385035865800,18466948,STK
649,425040,KR7425040003,티이엠씨,KOSDAQ,우량기업부,18000,2,-1490,-7.64,19780,19840,17400,1822388,33123241565,384744276000,21374682,KSQ
650,092790,KR7092790005,넥스틸,KOSPI,,14710,2,-1290,-8.06,15680,15940,14340,567493,8357712030,382489420000,26002000,STK
651,488900,KR7488900002,비츠로넥스텍,KOSDAQ,기술성장기업부,13170,2,-820,-5.86,14110,14240,13140,79518,1061362050,381619754310,28976443,KSQ
652,097520,KR7097520001,엠씨넥스,KOSPI,,21900,1,300,1.39,21900,22300,21600,88990,1945895150,381092850000,17401500,STK
653,092870,KR7092870005,엑시콘,KOSDAQ,우량기업부,29200,2,-800,-2.67,30950,31000,27850,283854,8193771200,381083272400,13050797,KSQ
654,078020,KR7078020005,LS증권,KOSDAQ,우량기업부,6860,2,-100,-1.44,6970,6990,6700,95888,652064710,380600963400,55481190,KSQ
655,441270,KR7441270006,파인엠텍,KOSDAQ,벤처기업부,9070,2,-450,-4.73,9520,9530,8930,362702,3291411410,378502092840,41731212,KSQ
656,080580,KR7080580004,오킨스전자,KOSDAQ,벤처기업부,17940,2,-440,-2.39,18700,18750,17110,805438,14303610115,378371732700,21090955,KSQ
657,254490,KR7254490006,미래반도체,KOSDAQ,우량기업부,26200,2,-1850,-6.6,28550,29100,25800,243285,6460175075,378275600000,14438000,KSQ
658,126720,KR7126720002,수산인더스트리,KOSPI,,26450,2,-950,-3.47,27650,27800,26100,33477,888904500,377864700000,14286000,STK
659,006220,KR7006220008,제주은행,KOSPI,,9950,2,-320,-3.12,10270,10600,9830,129692,1299180315,376095642150,37798557,STK
660,304360,KR7304360001,에스바이오메딕스,KOSDAQ,벤처기업부,30300,2,-1000,-3.19,31150,31200,29200,66760,2014408225,375269378400,12385128,KSQ
661,241520,KR7241520006,DSC인베스트먼트,KOSDAQ,중견기업부,14100,1,1210,9.39,15390,16750,13860,11078297,171136176910,375060000000,26600000,KSQ
662,265520,KR7265520007,AP시스템,KOSDAQ,우량기업부,24900,2,-150,-0.6,25150,25400,24400,171629,4261124750,374765442900,15050821,KSQ
663,018250,KR7018250001,애경산업,KOSPI,,14160,1,1000,7.6,14450,14450,13300,463083,6418591340,373964679600,26409935,STK
664,079370,KR7079370003,제우스,KOSDAQ,우량기업부,12050,2,-330,-2.67,12400,12600,11810,365305,4408176970,373754729500,31016990,KSQ
665,119850,KR7119850006,지엔씨에너지,KOSDAQ,우량기업부,22700,2,-1400,-5.81,24400,24450,21550,361817,8079244700,373390234300,16448909,KSQ
666,317330,KR7317330009,덕산테코피아,KOSDAQ,중견기업부,18090,2,-1490,-7.61,19850,19900,17700,293962,5331228260,370421404560,20476584,KSQ
667,241770,KR7241770007,메카로,KOSDAQ,우량기업부,36300,2,-3050,-7.75,39400,39450,36300,35821,1341617575,369992832000,10192640,KSQ
668,234340,KR7234340008,헥토파이낸셜,KOSDAQ,우량기업부,26400,2,-200,-0.75,27500,27500,25750,289015,7658043725,368825318400,13970656,KSQ
669,274090,KR7274090000,켄코아에어로스페이스,KOSDAQ,기술성장기업부,26750,2,-3150,-10.54,30000,30000,26300,1416288,38679950125,367266211500,13729578,KSQ
670,206650,KR7206650004,유바이오로직스,KOSDAQ,우량기업부,10000,2,-170,-1.67,10170,10370,9960,191614,1934160455,367233070000,36723307,KSQ
671,144960,KR7144960002,뉴파워프라즈마,KOSDAQ,우량기업부,8400,2,-1060,-11.21,9600,9730,7970,2470355,21215951635,367018041600,43692624,KSQ
672,200880,KR7200880003,서연이화,KOSPI,,13550,2,-100,-0.73,13750,14010,13420,72029,981281835,366235321350,27028437,STK
673,011760,KR7011760006,현대코퍼레이션,KOSPI,,27650,2,-600,-2.12,28600,28600,27100,88852,2460265100,365780909900,13228966,STK
674,187660,KR7187660006,페니트리움바이오,KOSDAQ,중견기업부,6590,2,-450,-6.39,7100,7160,6480,1021851,6803995310,365522607270,55466253,KSQ
675,005610,KR7005610001,삼립,KOSPI,,42250,2,-450,-1.05,42350,43100,42150,3778,160865900,364575630250,8629009,STK
676,200470,KR7200470003,에이팩트,KOSDAQ,중견기업부,8600,2,-640,-6.93,9320,9490,8310,875619,7623600325,364313999800,42362093,KSQ
677,005950,KR7005950001,이수화학,KOSPI,,13830,2,-1720,-11.06,15980,15980,13600,1581446,22682835605,363648357270,26294169,STK
678,183190,KR7183190008,아세아시멘트,KOSPI,,9960,1,60,0.61,10000,10080,9760,46314,456395360,363604022880,36506428,STK
679,091810,KR7091810002,트리니티항공,KOSPI,,875,2,-18,-2.02,893,899,860,907826,790815020,361348299375,412969485,STK
680,187870,KR7187870001,디바이스,KOSDAQ,우량기업부,25950,1,1000,4.01,24950,26900,23800,526913,13440649200,357333057000,13770060,KSQ
681,376270,KR7376270005,HEM파마,KOSDAQ,기술성장기업부,49500,2,-1100,-2.17,53000,53000,48000,38877,1893752475,356557756500,7203187,KSQ
682,058430,KR7058430000,포스코스틸리온,KOSPI,,5940,2,-100,-1.66,6090,6090,5770,582203,3407689720,356400000000,60000000,STK
683,092230,KR7092230002,KPX홀딩스,KOSPI,,84300,2,-400,-0.47,84200,85900,82700,2673,222646300,356137657800,4224646,STK
684,105630,KR7105630008,한세실업,KOSPI,,8860,2,-330,-3.59,9190,9240,8720,148606,1315842760,354400000000,40000000,STK
685,378340,KR7378340004,필에너지,KOSDAQ,중견기업부,16360,2,-630,-3.71,17010,17010,16100,73762,1211030760,353791249520,21625382,KSQ
686,203650,KR7203650007,드림시큐리티,KOSDAQ,중견기업부,3490,1,5,0.14,3790,3805,3320,7650021,27249793036,352829646800,101097320,KSQ
687,243070,KR7243070000,휴온스,KOSDAQ,우량기업부,29400,2,-3200,-9.82,32800,32800,29350,76479,2306155750,352202151000,11979665,KSQ
688,092460,KR7092460005,한라IMS,KOSDAQ,우량기업부,20550,2,-850,-3.97,20900,21200,19900,125383,2576269435,351603924000,17109680,KSQ
689,029460,KR7029460003,케이씨,KOSPI,,31900,2,-2150,-6.31,34050,34500,31600,40959,1313963050,351555066500,11020535,STK
690,160980,KR7160980009,싸이맥스,KOSDAQ,우량기업부,32100,2,-1100,-3.31,33050,33400,30250,161035,5095662300,350668200300,10924243,KSQ
691,005720,KR7005720008,넥센,KOSPI,,6660,1,100,1.52,6740,6740,6390,34102,222759185,349942886820,52543977,STK
692,091700,KR7091700005,파트론,KOSDAQ GLOBAL,우량기업부,6990,2,-10,-0.14,7000,7080,6900,267251,1869150785,349500000000,50000000,KSQ
693,484590,KR7484590005,삼양컴텍,KOSDAQ,벤처기업부,8480,2,-710,-7.73,9070,9180,8400,253036,2175295575,349464616000,41210450,KSQ
694,003800,KR7003800000,에이스침대,KOSDAQ,우량기업부,31400,2,-550,-1.72,32000,32050,31200,6014,190052850,348226000000,11090000,KSQ
695,025860,KR7025860008,남해화학,KOSPI,,7000,2,-210,-2.91,7180,7270,6900,837193,5881785115,347751901000,49678843,STK
696,365270,KR7365270008,큐라클,KOSDAQ,기술성장기업부,15750,1,140,0.9,15750,16900,14980,374876,5912198580,347633874000,22071992,KSQ
697,452430,KR7452430002,사피엔반도체,KOSDAQ,기술성장기업부,42000,2,-3000,-6.67,45300,45300,41500,85920,3647295450,346727682000,8255421,KSQ
698,101730,KR7101730000,위메이드맥스,KOSDAQ,중견기업부,4130,2,-105,-2.48,4205,4255,4090,98005,407415571,346107571180,83803286,KSQ
699,482630,KR7482630001,삼양엔씨켐,KOSDAQ,중견기업부,15760,2,-1270,-7.46,17500,17500,15100,632276,9985469595,344959292800,21888280,KSQ
700,389650,KR7389650003,넥스트바이오메디컬,KOSDAQ,기술성장기업부,41650,2,-2250,-5.13,44800,44800,40300,104443,4305656250,344748961900,8277286,KSQ
701,099430,KR7099430001,바이오플러스,KOSDAQ,우량기업부,5560,2,-220,-3.81,5730,5750,5350,467119,2553945910,342722414320,61640722,KSQ
702,009290,KR7009290008,광동제약,KOSPI,,6850,2,-120,-1.72,7000,7080,6710,283706,1938750100,341128684800,49799808,STK
703,192650,KR7192650000,드림텍,KOSPI,,4945,2,-95,-1.88,5050,5110,4865,250415,1231524457,341077414055,68974199,STK
704,064820,KR7064820004,케이프,KOSDAQ,우량기업부,11010,2,-640,-5.49,11640,11670,10510,270961,2936055820,339770967150,30860215,KSQ
705,286940,KR7286940002,롯데이노베이트,KOSPI,,22450,1,2450,12.25,19930,23000,19870,250585,5505629560,339654289150,15129367,STK
706,220100,KR7220100002,퓨쳐켐,KOSDAQ,기술성장기업부,15100,2,-1220,-7.48,16320,16460,15010,135755,2082337330,338654042000,22427420,KSQ
707,046970,KR7046970000,우리로,KOSDAQ,벤처기업부,7710,2,-380,-4.7,8500,8550,7500,2283807,17786540820,337890742290,43824999,KSQ
708,042370,KR7042370007,비츠로테크,KOSDAQ,우량기업부,12860,2,-420,-3.16,13280,13330,12550,439128,5620829420,336932321500,26200025,KSQ
709,084690,KR7084690007,대상홀딩스,KOSPI,,9290,2,-120,-1.28,9320,9440,9170,68936,637853710,336414478020,36212538,STK
710,02826K,KR702826K016,삼성물산우B,KOSPI,,229000,1,8000,3.62,225000,230000,220500,17392,3928059750,336078110000,1467590,STK
711,219130,KR7219130002,타이거일렉,KOSDAQ,벤처기업부,53200,2,-7200,-11.92,60400,60500,53100,32169,1775422950,335920228000,6314290,KSQ
712,036200,KR7036200004,유니셈,KOSDAQ,우량기업부,10940,2,-890,-7.52,12150,12150,10820,590774,6533054835,335466599620,30664223,KSQ
713,016800,KR7016800005,퍼시스,KOSPI,,29100,2,-750,-2.51,29250,29650,28600,4375,126696875,334650000000,11500000,STK
714,094360,KR7094360005,칩스앤미디어,KOSDAQ,벤처기업부,15500,2,-400,-2.52,16230,16440,15310,108335,1693901835,331006747000,21355274,KSQ
715,092200,KR7092200005,디아이씨,KOSPI,,8480,1,280,3.41,8750,9500,8400,2628884,23397784410,329775065120,38888569,STK
716,228760,KR7228760005,지노믹트리,KOSDAQ,기술성장기업부,13260,2,-430,-3.14,13740,13900,12980,120162,1583925655,329633018520,24859202,KSQ
717,058970,KR7058970005,엠로,KOSDAQ,기술성장기업부,26550,1,1900,7.71,25650,28850,25150,390639,10608091375,328232180700,12362794,KSQ
718,0082N0,KR70082N0008,카나프테라퓨틱스,KOSDAQ,기술성장기업부,24750,2,-1800,-6.78,27050,27050,23750,139026,3400665700,327115305000,13216780,KSQ
719,089980,KR7089980007,상아프론테크,KOSDAQ,우량기업부,20450,2,-1150,-5.32,21800,22150,20300,81281,1682197050,326975806650,15989037,KSQ
720,445090,KR7445090004,에이직랜드,KOSDAQ,벤처기업부,29900,1,900,3.1,29150,30600,27750,121861,3601737000,326677174200,10925658,KSQ
721,298830,KR7298830001,슈어소프트테크,KOSDAQ,우량기업부,6100,2,-170,-2.71,6330,6520,6070,717836,4469782320,326096843900,53458499,KSQ
722,069080,KR7069080000,웹젠,KOSDAQ GLOBAL,우량기업부,10510,1,10,0.1,10400,10650,10100,84116,883794125,325458703250,30966575,KSQ
723,126560,KR7126560002,현대퓨처넷,KOSPI,,2975,3,0,0.0,2980,3015,2950,72127,215191921,324873094000,109201040,STK
724,448280,KR7448280008,에코아이,KOSDAQ,중견기업부,10960,3,0,0.0,11230,11230,10780,38207,417036160,324757173840,29631129,KSQ
725,086390,KR7086390002,유니테스트,KOSDAQ,중견기업부,15350,2,-1180,-7.14,16970,16970,15300,281566,4396257450,324408834100,21134126,KSQ
726,204620,KR7204620009,글로벌텍스프리,KOSDAQ,우량기업부,4615,2,-195,-4.05,4785,4920,4615,661152,3109420636,324357567950,70283330,KSQ
727,232530,KR7232530006,이엠티,KONEX,일반기업부,12620,1,380,3.1,13800,14070,11610,13357,178403840,323252516480,25614304,KNX
728,009160,KR7009160003,SIMPAC,KOSPI,,4940,2,-180,-3.52,5140,5170,4860,203421,1005936148,322932581920,65370968,STK
729,041920,KR7041920000,메디아나,KOSDAQ,우량기업부,17360,1,960,5.85,16400,17490,15550,192663,3135951985,322865151280,18598223,KSQ
730,049070,KR7049070006,인탑스,KOSDAQ,우량기업부,18770,2,-650,-3.35,19820,19980,18650,101896,1933548090,322844000000,17200000,KSQ
731,194370,KR7194370003,제이에스코퍼레이션,KOSPI,,11120,2,-210,-1.85,11490,11490,11000,82605,921424100,322666348960,29016758,STK
732,450950,KR7450950001,아스테라시스,KOSDAQ,벤처기업부,8560,2,-220,-2.51,8970,8970,8380,56553,481370330,322092187520,37627592,KSQ
733,078340,KR7078340007,컴투스,KOSDAQ GLOBAL,중견기업부,26550,2,-650,-2.39,27000,27500,26350,70348,1882092000,321024360150,12091313,KSQ
734,462350,KR7462350000,이노스페이스,KOSDAQ,기술성장기업부,15380,1,30,0.2,15800,16050,14570,348976,5238068370,320960021560,20868662,KSQ
735,073490,KR7073490005,LIG아큐버,KOSDAQ,우량기업부,42200,1,300,0.72,42000,44550,39700,149683,6248298650,320882301200,7603846,KSQ
736,001390,KR7001390004,KG케미칼,KOSPI,,4770,2,-75,-1.55,4870,4920,4755,272756,1309169961,320701553100,67233030,STK
737,078520,KR7078520004,에이블씨엔씨,KOSPI,,12320,2,-600,-4.64,12930,12930,11840,126552,1546890260,320494463520,26014161,STK
738,272450,KR7272450008,진에어,KOSPI,,6130,3,0,0.0,6250,6250,6010,153788,933545375,319986000000,52200000,STK
739,003720,KR7003720000,삼영,KOSPI,,9410,2,-780,-7.65,10000,10270,9100,1818958,17198069360,319940000000,34000000,STK
740,017860,KR7017860008,DS단석,KOSPI,,17980,2,-1010,-5.32,18830,18950,17860,135682,2472184655,319309319220,17759139,STK
741,001230,KR7001230002,동국홀딩스,KOSPI,,2050,2,-495,-19.45,2545,2545,1972,5196449,11035072863,318790815750,155507715,STK
742,061970,KR7061970000,LB세미콘,KOSDAQ,중견기업부,5470,2,-280,-4.87,5810,5940,5420,621634,3458547645,317714042820,58083006,KSQ
743,104700,KR7104700000,한국철강,KOSPI,,8690,2,-310,-3.44,9010,9010,8680,46374,407481220,316750500000,36450000,STK
744,024720,KR7024720005,콜마홀딩스,KOSPI,,9210,3,0,0.0,9300,9480,9000,53422,488933700,315868545390,34296259,STK
745,036890,KR7036890002,진성티이씨,KOSDAQ,우량기업부,14310,2,-390,-2.65,15010,15020,13700,197867,2790840145,315286835130,22032623,KSQ
746,084010,KR7084010008,대한제강,KOSPI,,9170,2,-160,-1.71,9410,9460,9150,22412,207250975,315187535320,34371596,STK
747,001340,KR7001340009,PKC,KOSPI,,6980,2,-700,-9.11,8090,8200,6930,5180364,38697806100,313913271040,44973248,STK
748,307180,KR7307180000,아이엘,KOSDAQ,벤처기업부,8470,1,370,4.57,8200,8550,7630,1172989,9471829960,312421675720,36885676,KSQ
749,018310,KR7018310003,삼목에스폼,KOSDAQ,우량기업부,21200,1,50,0.24,21200,21250,20950,57481,1213511950,311640000000,14700000,KSQ
750,025770,KR7025770009,한국정보통신,KOSDAQ,우량기업부,8320,2,-420,-4.81,8740,8880,8190,128307,1070290425,311536334720,37444271,KSQ
751,034830,KR7034830000,한국토지신탁,KOSPI,,1231,2,-61,-4.72,1292,1310,1220,1144551,1416103087,310814242130,252489230,STK
752,001940,KR7001940006,KISCO홀딩스,KOSPI,,21900,2,-600,-2.67,22650,22650,21750,7660,168185800,310462722000,14176380,STK
753,200130,KR7200130003,콜마비앤에이치,KOSDAQ GLOBAL,우량기업부,10520,2,-40,-0.38,10460,10630,10220,64983,673281795,309451670160,29415558,KSQ
754,200670,KR7200670008,휴메딕스,KOSDAQ,우량기업부,27450,2,-850,-3.0,28250,28600,27150,42794,1176785500,308261578500,11229930,KSQ
755,475400,KR7475400008,씨메스로보틱스,KOSDAQ,기술성장기업부,26200,2,-1450,-5.24,28000,28600,26000,78176,2064998725,308008824400,11756062,KSQ
756,144510,KR7144510005,지씨셀,KOSDAQ,중견기업부,19480,1,40,0.21,19650,19730,18710,37240,708905190,307790701120,15800344,KSQ
757,002310,KR7002310001,아세아제지,KOSPI,,7800,2,-170,-2.13,7810,8000,7630,182417,1414767220,307706178000,39449510,STK
758,007690,KR7007690001,국도화학,KOSPI,,33200,2,-350,-1.04,34300,34300,32500,17644,584329850,307459622400,9260832,STK
759,136480,KR7136480001,하림,KOSDAQ,우량기업부,2890,2,-35,-1.2,2935,2945,2850,606450,1745558946,306946038780,106209702,KSQ
760,026890,KR7026890004,스틱인베스트먼트,KOSPI,,7890,2,-160,-1.99,8070,8100,7500,114272,890296660,305901903930,38770837,STK
761,242040,KR7242040004,나무기술,KOSDAQ,기술성장기업부,8780,1,1290,17.22,7530,8940,7530,16470136,140659699715,303842997920,34606264,KSQ
762,035810,KR7035810001,이지홀딩스,KOSDAQ,우량기업부,4700,2,-135,-2.79,4865,4930,4670,332913,1580187162,303226069500,64516185,KSQ
763,478340,KR7478340003,나라스페이스테크놀로지,KOSDAQ,기술성장기업부,26050,2,-800,-2.98,27500,28000,25400,170522,4453059200,300450045550,11533591,KSQ
764,108670,KR7108670001,LX하우시스,KOSPI,,33400,2,-1150,-3.33,34450,34500,33100,43608,1456227375,299520178000,8967670,STK
765,355150,KR7355150004,코스텍시스,KOSDAQ,벤처기업부,38350,2,-3050,-7.37,42000,42000,37000,454183,17523171775,299028372500,7797350,KSQ
766,078150,KR7078150000,HB테크놀러지,KOSDAQ,우량기업부,3220,2,-195,-5.71,3500,3545,3180,4121459,13417105402,298545249520,92715916,KSQ
767,108860,KR7108860008,셀바스AI,KOSDAQ,벤처기업부,11090,1,850,8.3,11550,11600,10510,921599,10181501165,298485021100,26914790,KSQ
768,314930,KR7314930009,바이오다인,KOSDAQ,기술성장기업부,10000,2,-480,-4.58,10400,10590,9940,85540,863807740,297641030000,29764103,KSQ
769,236200,KR7236200002,슈프리마,KOSDAQ,우량기업부,42650,3,0,0.0,44300,45900,42250,46107,1990146150,297454364150,6974311,KSQ
770,416180,KR7416180008,신성에스티,KOSDAQ,벤처기업부,32700,2,-1350,-3.96,34050,34050,31950,41046,1334244725,295600740600,9039778,KSQ
771,001750,KR7001750009,한양증권,KOSPI,,23200,2,-150,-0.64,23550,23650,22600,22194,507851450,295301988800,12728534,STK
772,180400,KR7180400004,DXVX,KOSDAQ,관리종목(소속부없음),3000,2,-115,-3.69,3150,3195,2925,176082,527866465,295288296000,98429432,KSQ
773,033270,KR7033270000,유나이티드제약,KOSPI,,18550,2,-100,-0.54,18750,18910,18470,35079,653335110,295144876250,15910775,STK
