ticker,date,close_price,prev_close,price_change,price_change_percent,ma10,ma_distance_percent,ma_distance_points,ma_status,condition_1_trend_breakdown,last_ma10_break_below,last_ma10_break_above,days_below_ma10,trend_direction,trend_detail,current_position,rvol,rvol_strength,rvol_direction,rvol_change,condition_2_volume_confirmation,signal,signal_category,reasoning
464080 KQ,N/A,18110.0,18290.0,-180.0,-0.9841443411700382,15396.0,17.62795531306833,2714.0,10일선 위 (멀리),False,2025-12-23,2025-12-24,0,상승세,10일선 아래(2025-12-23) → 10일선 위(2025-12-24),above,0.2600793966559172,매우 약함 (1.5배 미만),하락,-1.110512850643603,False,HOLD,정상 (신호 없음),"10일선 위, 거래량 부족"
078520 KS,N/A,9910.0,10050.0,-140.0,-1.3930348258706469,10470.0,-5.348615090735435,-560.0,10일선 아래 (멀리),True,2025-12-23,2025-12-15,10,하락세,10일선 위(2025-12-15) → 10일선 아래(2025-12-23),below,0.5343019048849055,매우 약함 (1.5배 미만),하락,-0.4134592429715258,False,HOLD,추세 하락만 (거래량 부족),"10일선 하회, 거래량 부족"
295310 KQ,N/A,69600.0,67400.0,2200.0,3.2640949554896146,60395.0,15.24132792449706,9205.0,10일선 위 (멀리),False,2025-11-26,2025-12-05,0,상승세,10일선 아래(2025-11-26) → 10일선 위(2025-12-05),above,0.6399429882965412,매우 약함 (1.5배 미만),하락,-0.12261748980784981,False,HOLD,정상 (신호 없음),"10일선 위, 거래량 부족"
397030 KQ,N/A,57600.0,56100.0,1500.0,2.6737967914438503,52510.0,9.693391734907635,5090.0,10일선 위 (멀리),False,2025-12-09,2025-12-10,0,상승세,10일선 아래(2025-12-09) → 10일선 위(2025-12-10),above,0.5083938807715461,매우 약함 (1.5배 미만),하락,-0.14481670022894377,False,HOLD,정상 (신호 없음),"10일선 위, 거래량 부족"
290650 KQ,N/A,60000.0,60000.0,0.0,0.0,61924.7,-3.1081297123764786,-1924.699999999997,10일선 아래 (근접),True,2025-12-22,2025-12-18,11,하락세,10일선 위(2025-12-18) → 10일선 아래(2025-12-22),below,0.6497272373617587,매우 약함 (1.5배 미만),하락,-0.18647316141275572,False,HOLD,추세 하락만 (거래량 부족),"10일선 하회, 거래량 부족"
226950 KQ,N/A,156600.0,158600.0,-2000.0,-1.2610340479192939,141910.0,10.351631315622578,14690.0,10일선 위 (멀리),False,2025-12-22,2025-12-26,0,상승세,10일선 아래(2025-12-22) → 10일선 위(2025-12-26),above,0.5417350494788532,매우 약함 (1.5배 미만),하락,-0.8194937135466925,False,HOLD,정상 (신호 없음),"10일선 위, 거래량 부족"
338840 KQ,N/A,25950.0,26000.0,-50.0,-0.19230769230769232,23795.0,9.05652447993276,2155.0,10일선 위 (멀리),False,2025-12-17,2026-01-07,0,상승세,10일선 아래(2025-12-17) → 10일선 위(2026-01-07),above,0.7791596507997647,매우 약함 (1.5배 미만),하락,-0.26929655557735366,False,HOLD,정상 (신호 없음),"10일선 위, 거래량 부족"
105840 KS,N/A,18200.0,19080.0,-880.0,-4.612159329140461,18068.0,0.7305733894177552,132.0,10일선 근처,False,2025-12-22,2026-01-05,0,상승세,10일선 아래(2025-12-22) → 10일선 위(2026-01-05),above,1.280358962780359,매우 약함 (1.5배 미만),상승,0.38835855661257135,False,HOLD,정상 (신호 없음),"10일선 위, 거래량 부족"
350520 KS,N/A,3890.0,3920.0,-30.0,-0.7653061224489796,3884.0,0.15447991761071062,6.0,10일선 근처,False,2025-12-29,2026-01-06,0,상승세,10일선 아래(2025-12-29) → 10일선 위(2026-01-06),above,0.6662654374956793,매우 약함 (1.5배 미만),상승,0.24932676033983853,False,HOLD,정상 (신호 없음),"10일선 위, 거래량 부족"
211050 KQ,N/A,12280.0,12330.0,-50.0,-0.40551500405515,12788.0,-3.9724741945573974,-508.0,10일선 아래 (근접),True,2025-12-11,2025-12-10,18,하락세,10일선 위(2025-12-10) → 10일선 아래(2025-12-11),below,0.983174274413174,매우 약함 (1.5배 미만),하락,-0.004850072078784851,False,HOLD,추세 하락만 (거래량 부족),"10일선 하회, 거래량 부족"
333430 KQ,N/A,6170.0,6180.0,-10.0,-0.16181229773462785,6119.0,0.8334695211635889,51.0,10일선 근처,False,2025-12-24,2026-01-05,0,상승세,10일선 아래(2025-12-24) → 10일선 위(2026-01-05),above,1.2018346954854233,매우 약함 (1.5배 미만),하락,-0.4523149867200129,False,HOLD,정상 (신호 없음),"10일선 위, 거래량 부족"
103590 KS,N/A,62600.0,63700.0,-1100.0,-1.726844583987441,58040.0,7.856650585802895,4560.0,10일선 위 (멀리),False,2025-12-30,2026-01-02,0,상승세,10일선 아래(2025-12-30) → 10일선 위(2026-01-02),above,0.7104301931929236,매우 약함 (1.5배 미만),하락,-0.8844475441301443,False,HOLD,정상 (신호 없음),"10일선 위, 거래량 부족"
358570 KQ,N/A,16260.0,16380.0,-120.0,-0.7326007326007326,17166.0,-5.277874868926949,-906.0,10일선 아래 (멀리),True,2026-01-06,2026-01-05,3,하락세,10일선 위(2026-01-05) → 10일선 아래(2026-01-06),below,0.8322718635180918,매우 약함 (1.5배 미만),하락,-0.34026894165121224,False,HOLD,추세 하락만 (거래량 부족),"10일선 하회, 거래량 부족"
281820 KS,N/A,42750.0,43750.0,-1000.0,-2.2857142857142856,41160.0,3.8629737609329444,1590.0,10일선 위 (근접),False,2025-12-04,2025-12-22,0,상승세,10일선 아래(2025-12-04) → 10일선 위(2025-12-22),above,1.0366293719636868,매우 약함 (1.5배 미만),하락,-0.5851971228106128,False,HOLD,정상 (신호 없음),"10일선 위, 거래량 부족"
089010 KQ,N/A,30750.0,31050.0,-300.0,-0.966183574879227,30705.0,0.14655593551538837,45.0,10일선 근처,False,2025-12-12,2025-12-29,0,상승세,10일선 아래(2025-12-12) → 10일선 위(2025-12-29),above,0.6037828884749832,매우 약함 (1.5배 미만),하락,-0.6106861584476135,False,HOLD,정상 (신호 없음),"10일선 위, 거래량 부족"
432720 KQ,N/A,14330.0,14130.0,200.0,1.4154281670205235,14354.0,-0.16720078027030794,-24.0,10일선 근처,True,2026-01-07,2025-12-26,2,하락세,10일선 위(2025-12-26) → 10일선 아래(2026-01-07),below,0.6461783760513831,매우 약함 (1.5배 미만),하락,-0.1190214797821777,False,HOLD,추세 하락만 (거래량 부족),"10일선 하회, 거래량 부족"
